Paper Title,Total Authors,Female Authors,lead?,Local_Collaboration?,national_collaboration?,International_collaboration?,Study Domain Terms,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing,Total Authors,Female Authors
,,,,,,,,Yun Ma,Male,"Institute for Artificial Intelligence, Peking University, Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,
Revealing code change propagation channels by evolution history mining,5,0,0,1,1,0,"code change propagation, subgraph mining, evolution history, open-source Java projects, semantic relationships",Daihong Zhou,Male,"Fudan University, Shanghai Key Laboratory of Data Science",China,1,0,0,0,0,1,0,0,1,0,1,0,1,1,5,0
,,,,,,,,Yijian Wu,Male,"Fudan University, Shanghai Key Laboratory of Data Science",China,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Xin Peng,Male,"Fudan University, Shanghai Key Laboratory of Data Science",China,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Jiyue Zhang,Male,"Fudan University, Shanghai Key Laboratory of Data Science",China,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
,,,,,,,,Ziliang Li,Male,"Fudan University, Shanghai Key Laboratory of Data Science",China,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,
RRGcode: Deep hierarchical search-based code generation,4,2,1,0,1,0,"Code generation, search models, re-ranking, retrieval models, semantic comparison",Qianwen Gou,Female,"School of Computer Science, Northwestern Polytechnical University, Xi’an, 710129, China",China,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
,,,,,,,,Yunwei Dong,Male,"School of Software, Northwestern Polytechnical University, Xi’an, 710129, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Yujiao Wu,Female,"School of Computer Science, Northwestern Polytechnical University, Xi’an, 710129, China",China,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
,,,,,,,,Qiao Ke,Male,"School of Mathematics and Statistics, Northwestern Polytechnical University, Xi’an, 710129, China",China,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,
RSFIN: A Rule Search-based Fuzzy Inference Network for performance prediction of configurable software systems,5,0,0,0,0,1,"Software performance prediction, configuration space, fuzzy inference network, ANFIS, NAS",Yufei Li,Male,"School of Computer Science and Technology, Xidian University, Xi’an, 710071, Shaanxi, China",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0,5,0
,,,,,,,,Liang Bao,Male,"School of Computer Science and Technology, Xidian University, Xi’an, 710071, Shaanxi, China",China,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,
,,,,,,,,Kaipeng Huang,Male,"School of Computer Science and Technology, Xidian University, Xi’an, 710071, Shaanxi, China",China,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,
,,,,,,,,Chase Wu,Male,"Department of Data Science, New Jersey Institute of Technology, Newark, 07102, NJ, USA",USA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
,,,,,,,,Xinwei Li,Male,"School of Computer Science and Technology, Xidian University, Xi’an, 710071, Shaanxi, China",China,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Runtime verification on abstract finite state models,3,1,1,0,0,1,"Finite-state models, Java, multithreading, runtime verification, temporal logic",K.P. Jevitha,Female,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India",India,1,1,0,0,1,1,0,1,1,0,1,1,1,1,3,1
,,,,,,,,Bharat Jayaraman,Male,"Department of Computer Science and Engineering, Amrita School of Computing, Coimbatore, Amrita Vishwa Vidyapeetham, India; Department of Computer Science and Engineering, State University of New York at Buffalo, Buffalo, NY, USA","India, USA",1,0,1,0,1,1,0,0,0,1,1,0,1,1,,
,,,,,,,,M. Sethumadhavan,Male,"TIFAC CORE in Cyber Security, Amrita School of Engineering, Coimbatore, Amrita Vishwa Vidyapeetham, India",India,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,
Semantic interoperability for an AI-based applications platform for smart hospitals using HL7 FHIR,9,2,0,0,1,0,"Healthcare, AI, Machine Learning, Semantic Interoperability, Healthcare Digitization",Emmanouil S. Rigas,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",Greece,1,0,0,0,0,1,0,0,0,1,0,0,1,1,9,2
,,,,,,,,Paris Lagakis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",Greece,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,
,,,,,,,,Makis Karadimas,Male,Netcompany - Intrasoft,Greece,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,
,,,,,,,,Evangelos Logaras,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",Greece,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
,,,,,,,,Dimitra Latsou,Female,Pharmecons Easy Access,Greece,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
,,,,,,,,Magda Hatzikou,Female,Pharmecons Easy Access,Greece,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
,,,,,,,,Athanasios Poulakidas,Male,Netcompany - Intrasoft,Greece,0,0,0,1,0,0,1,0,0,1,0,0,0,0,,
,,,,,,,,Antonis Billis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki",Greece,1,0,0,1,0,1,1,0,0,1,0,0,0,0,,
,,,,,,,,Panagiotis D. Bamidis,Male,"Lab of Medical Physics and Digital Innovation, School of Medicine, Aristotle University of Thessaloniki; AHEPA University Hospital, Aristotle University of Thessaloniki",Greece,1,0,0,1,0,0,1,0,0,1,0,0,0,0,,
ServiceAnomaly: An anomaly detection approach in microservices using distributed traces and profiling metrics,4,1,1,0,1,0,"anomaly detection, microservices, distributed traces, profiling metrics, graph analysis",Mahsa Panahandeh,Female,University of Alberta,Canada,1,1,0,0,1,1,0,0,1,0,1,1,1,0,4,1
,,,,,,,,Abdelwahab Hamou-Lhadj,Male,Concordia University,Canada,1,0,0,0,0,1,1,0,0,1,0,0,1,1,,
,,,,,,,,Mohammad Hamdaqa,Male,Polytechnique Montreal,Canada,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,
,,,,,,,,James Miller,Male,University of Alberta,Canada,0,0,0,0,0,0,1,0,0,1,0,0,0,1,,
Set evolution based test data generation for killing stubborn mutants,5,2,0,0,0,1,"mutation testing, fault-based testing, stubborn mutants, test data generation, set evolution",Changqing Wei,Male,"a: School of Mathematics, China University of Mining and Technology",China,1,0,1,0,0,1,0,0,1,0,0,0,1,1,5,2
,,,,,,,,Xiangjuan Yao,Female,"a: School of Mathematics, China University of Mining and Technology",China,1,0,0,1,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Dunwei Gong,Male,"b: College of Automation and Electronic Engineering, Qingdao University of Science and Technology",China,1,0,0,1,0,1,0,0,0,1,0,0,0,0,,
,,,,,,,,Huai Liu,Male,"c: Department of Computing Technologies, Swinburne University of Technology",Australia,1,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Xiangying Dang,Female,"d: School of Information Engineering, Xuzhou University of Technology",China,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,
SGT: Aging-related bug prediction via semantic feature learning based on Graph-Transformer,7,0,0,0,0,1,"Software aging, Aging-related bugs, Graph-Transformer, Subgraph sampling, ARBP",Chen Zhang,Male,"a: School of Computer Science and Artificial Intelligence, Wuhan University of Technology, Wuhan, China; b: Wuhan University of Technology Chongqing Research Institute, China",China,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
,,,,,,,,Jianwen Xiang,Male,"a: School of Computer Science and Artificial Intelligence, Wuhan University of Technology, Wuhan, China; b: Wuhan University of Technology Chongqing Research Institute, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
,,,,,,,,Rui Hao,Male,"a: School of Computer Science and Artificial Intelligence, Wuhan University of Technology, Wuhan, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Wenhua Hu,Male,"a: School of Computer Science and Artificial Intelligence, Wuhan University of Technology, Wuhan, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Domenico Cotroneo,Male,"c: University of Naples Federico II, Italy",Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Roberto Natella,Male,"c: University of Naples Federico II, Italy",Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Roberto Pietrantuono,Male,"c: University of Naples Federico II, Italy",Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Shedding light on the dark side – A systematic literature review of the issues in agile software development methodology use,1,0,0,1,1,0,"Agile software development, negative aspects, complexity, developer well-being, productivity",Jan-Niklas Meckenstock,Male,"Chair of Industrial Information Systems, University of Bamberg, An der Weberei 5, Bamberg 96047, Germany",Germany,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
"Software engineering practices for machine learning—Adoption, effects, and team assessment",4,0,0,0,0,1,"machine learning, software engineering, non-functional properties, trustworthy ML, deployment",Alex Serban,Male,Leiden University,The Netherlands,1,1,0,0,1,1,0,0,1,0,1,0,1,1,4,0
,,,,,,,,Koen van der Blom,Male,"Leiden University, Sorbonne Université","The Netherlands, France",1,1,0,0,1,1,0,0,1,0,1,0,1,1,,
,,,,,,,,Holger Hoos,Male,"Leiden University, RWTH Aachen University, University of British Columbia","The Netherlands, Germany, Canada",1,0,0,0,0,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Joost Visser,Male,Leiden University,The Netherlands,1,0,0,0,0,1,0,0,0,1,0,0,1,1,,
Software modernization powered by dynamic language product lines,2,0,0,1,1,0,"Outdated systems, legacy code, dynamic product lines, language workbench, interoperability",Walter Cazzola,Male,"Università degli Studi di Milano, Computer Science Department",Italy,1,0,0,1,1,1,1,0,0,1,0,0,1,0,2,0
,,,,,,,,Luca Favalli,Male,"Università degli Studi di Milano, Computer Science Department",Italy,1,0,0,0,1,1,0,0,1,0,0,0,1,0,,
Software product lines and features from the perspective of set theory with an application to feature location,2,0,0,0,1,0,"Software Product Lines, Feature Location, Set Theory, Feature Composition, Feature Isolation",Ulrich Eisenecker,Male,"Leipzig University, Information Systems Institute",Germany,1,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0
,,,,,,,,Richard Müller,Male,Deloitte Services GmbH,Germany,0,1,0,0,1,0,0,1,1,0,0,1,0,1,,
Spectrum-based rule- and item-level localization of faults in context-free grammars,2,0,0,1,1,0,"grammar spectra, fault localization, context-free grammars, LL and LR parsers, parser generators",Moeketsi Raselimo,Male,Stellenbosch University,South Africa,1,1,1,0,1,1,0,0,1,0,1,0,1,1,2,0
,,,,,,,,Bernd Fischer,Male,Stellenbosch University,South Africa,1,0,1,1,1,1,1,1,0,1,1,1,1,1,,
Supporting meta-model-based language evolution and rapid prototyping with automated grammar transformation,5,1,0,0,0,1,"Model-driven engineering, DSLs, meta-model, grammar transformation, language evolution",Weixing Zhang,Male,"Department of Computer Science & Engineering, Chalmers","University of Gothenburg, Sweden",1,1,0,0,1,1,0,0,1,0,1,0,1,1,5,1
,,,,,,,,Jörg Holtmann,Male,"Independent Researcher, Paderborn, Germany (main work conducted at Chalmers","University of Gothenburg, Sweden)",1,1,0,0,1,1,0,0,1,0,1,0,1,1,,
,,,,,,,,Daniel Strüber,Male,"Department of Software Science, Radboud University, Nijmegen, Netherlands",Netherlands,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Regina Hebig,Female,"Institute of Computer Science, University of Rostock, Rostock, Germany",Germany,1,1,0,0,1,1,0,0,0,1,1,0,1,1,,
,,,,,,,,Jan-Philipp Steghöfer,Male,"XITASO GmbH IT & Software Solutions, Augsburg, Germany",Germany,1,1,0,1,1,1,0,0,1,1,1,0,1,1,,
Supporting reusable model migration with Edelta,4,0,0,0,1,0,"metamodels, transformations, migrations, frameworks, patterns",Lorenzo Bettini,Male,Università degli studi di Firenze,Italy,1,1,1,0,1,1,0,0,0,0,1,0,1,1,4,0
,,,,,,,,Amleto Di Salle,Male,Gran Sasso Science Institute,Italy,1,1,0,0,1,1,0,0,0,0,1,0,1,0,,
,,,,,,,,Ludovico Iovino,Male,Gran Sasso Science Institute,Italy,1,1,1,0,1,1,1,0,0,1,1,1,1,1,,
,,,,,,,,Alfonso Pierantonio,Male,Università degli studi dell’Aquila,Italy,1,0,0,0,1,1,0,0,0,0,0,0,0,1,,
Survey of annotation generators for deductive verifiers,2,2,1,1,1,0,"Deductive verifiers, Specification inference, Java programs, Specification tools, Future research",Sophie Lathouwers,Female,"University of Twente, EEMCS-FMT (Zilverling), P.O. Box 217, 7500AE Enschede",Netherlands,1,1,1,0,1,1,0,0,1,0,1,0,1,1,2,2
,,,,,,,,Marieke Huisman,Female,"University of Twente, EEMCS-FMT (Zilverling), P.O. Box 217, 7500AE Enschede",Netherlands,1,0,0,1,0,0,1,0,0,1,0,0,0,1,,
"SynthoMinds: Bridging human programming intuition with retrieval, analogy, and reasoning in program synthesis",3,1,1,0,1,0,"Program synthesis, Memory augmentation, Retrieval module, Analogy module, Reasoning module",Qianwen Gou,Female,"School of Computer Science, Northwestern Polytechnical University",China,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,1
,,,,,,,,Yunwei Dong,Male,"School of Software, Northwestern Polytechnical University",China,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Qiao Ke,Male,"School of Mathematics and Statistics, Northwestern Polytechnical University",China,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,
SYNTONY: Potential-aware fuzzing with particle swarm optimization,7,0,0,0,1,0,"Fuzzing, Seed selection, Swarm intelligence, Software vulnerabilities, Optimization",Xiajing Wang,Male,The Open University of China,China,1,1,0,1,1,1,0,1,1,0,1,0,1,1,7,0
,,,,,,,,Rui Ma,Male,Beijing Institute of Technology,China,1,0,0,1,0,1,1,1,0,1,0,0,1,0,,
,,,,,,,,Wei Huo,Male,"Institute of Information Engineering, Chinese Academy of Sciences; School of Cyber Security, University of Chinese Academy of Sciences",China,1,0,0,1,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Zheng Zhang,Male,Beijing Institute of Technology,China,0,0,0,0,1,0,0,0,1,0,1,0,0,1,,
,,,,,,,,Jinyuan He,Male,Beijing Institute of Technology,China,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,
,,,,,,,,Chaonan Zhang,Male,The Open University of China,China,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,
,,,,,,,,Donghai Tian,Male,Beijing Institute of Technology,China,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,
T5APR: Empowering automated program repair across languages through checkpoint ensemble,3,0,0,1,1,0,"Automated program repair, Deep learning, Bug-fixing patches, Multilingual models, Programming languages",Reza Gharibi,Male,"Department of Computer Science and Engineering and IT, School of Electrical and Computer Engineering, Shiraz University",Iran,1,1,0,0,1,1,0,0,1,0,0,0,1,1,3,0
,,,,,,,,Mohammad Hadi Sadreddini,Male,"Department of Computer Science and Engineering and IT, School of Electrical and Computer Engineering, Shiraz University",Iran,0,0,0,0,0,0,1,0,0,1,1,0,0,1,,
,,,,,,,,Seyed Mostafa Fakhrahmad,Male,"Department of Computer Science and Engineering and IT, School of Electrical and Computer Engineering, Shiraz University",Iran,0,0,0,0,0,0,1,0,0,1,1,0,0,1,,
"Technical debt in AI-enabled systems: On the prevalence, severity, impact, and management strategies for code and architecture",7,2,0,0,0,1,"AI, Technical Debt, Architecture, Code Quality, Software Engineering",Gilberto Recupito,Male,University of Salerno,Italy,1,1,1,0,1,0,0,0,0,0,1,1,1,0,7,2
,,,,,,,,Fabiano Pecorelli,Male,University of Salerno,Italy,1,1,1,0,1,0,0,0,0,0,1,1,1,0,,
,,,,,,,,Gemma Catolino,Female,University of Salerno,Italy,0,1,0,0,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Valentina Lenarduzzi,Female,University of Oulu,Finland,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Davide Taibi,Male,University of Oulu,Finland,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Dario Di Nucci,Male,University of Salerno,Italy,0,0,0,0,0,1,0,1,0,1,0,0,0,1,,
,,,,,,,,Fabio Palomba,Male,University of Salerno,Italy,1,0,0,0,0,1,0,1,0,1,0,1,0,1,,
Temporal isolation assessment in virtualized safety-critical mixed-criticality systems: A case study on Xen hypervisor✩,3,0,0,1,1,0,"virtualization, mixed-criticality systems, temporal isolation, dependability, ARM-based systems",Marcello Cinque,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,1,0,0,1,1,0,1,0,0,1,0,0,0,1,3,0
,,,,,,,,Luigi De Simone,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,1,1,1,0,1,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Daniele Ottaviano,Male,DIETI - Università degli Studi di Napoli Federico II,Italy,0,1,0,0,0,1,0,1,1,0,0,0,1,0,,
Test case information extraction from requirements specifications using NLP-based unified boilerplate approach,7,4,0,1,1,0,"NLP, Test case generation, Requirements, Software testing, Automation",Jin Wei Lim,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,0,0,1,0,1,1,0,0,1,0,1,0,1,0,7,4
,,,,,,,,Thiam Kian Chiew,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,1,0,0,1,0,1,0,0,0,1,1,0,0,1,,
,,,,,,,,Moon Ting Su,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,0,0,1,0,0,1,0,0,0,0,1,0,0,1,,
,,,,,,,,Simying Ong,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,
,,,,,,,,Hema Subramaniam,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,
,,,,,,,,Mumtaz Begum Mustafa,Female,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Yin Kia Chiam,Male,"Universiti Malaya, Department of Software Engineering, Faculty of Computer Science and Information Technology",Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
Test data generation for covering mutation-based path using MGA for MPI program,6,2,1,0,1,0,"MPI, Mutation Testing, Genetic Algorithm, Test Data Generation, Software Testing",Xiangying Dang,Female,"School of Information Engineering, Xuzhou University of Technology, Xuzhou, China",China,1,0,1,0,1,1,0,0,1,0,0,0,1,0,6,2
,,,,,,,,Jinyong Wang,Male,"School of Information Engineering, Xuzhou University of Technology, Xuzhou, China",China,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
,,,,,,,,Dunwei Gong,Male,"College of Automation and Electronic Engineering, Qingdao University of Science and Technology, Qingdao, China",China,0,0,0,1,1,0,0,1,0,1,0,0,0,0,,
,,,,,,,,Xiangjuan Yao,Female,"School of Mathematics, China University of Mining and Technology, Xuzhou, China",China,0,0,0,0,0,0,0,1,0,1,0,1,0,1,,
,,,,,,,,Changqing Wei,Male,"School of Mathematics, China University of Mining and Technology, Xuzhou, China",China,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,
,,,,,,,,Biao Xu,Male,"Department of Electronic Engineering, Shantou University, Shantou, China",China,0,0,0,0,0,0,0,0,1,1,1,1,0,0,,
Testing concolic execution through consistency checks,2,0,0,0,1,0,"Symbolic execution, concolic execution, testing, SMT solver, inconsistency detection",Emilio Coppa,Male,Luiss Guido Carli University,Italy,1,0,0,1,1,1,1,0,1,1,1,0,1,1,2,0
,,,,,,,,Alessio Izzillo,Male,Sapienza University of Rome,Italy,1,0,0,0,1,1,0,0,0,0,1,0,1,1,,
The effects of required security on software development effort,3,1,1,0,1,0,"Security, Software Development, Cost Models, Secure Software, Information Systems",Elaine Venson,Female,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",USA,1,1,1,0,0,0,1,0,0,0,0,0,1,1,3,1
,,,,,,,,Bradford Clark,Male,"Software Metrics Inc., Haymarket, VA, USA",USA,1,1,1,0,0,0,0,0,0,0,0,0,1,1,,
,,,,,,,,Barry Boehm,Male,"Center for Systems and Software Engineering, University of Southern California, Los Angeles, CA, USA",USA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
The eXchange Calculus (XC): A functional programming language design for distributed collective systems,5,0,0,0,0,1,"Distributed systems, Functional programming, Wireless sensor networks, Smart cities, Coordination",Giorgio Audrito,Male,"University of Turin, Turin, Italy",Italy,1,1,0,0,1,1,0,0,1,1,1,1,1,1,5,0
,,,,,,,,Roberto Casadei,Male,"Alma Mater Studiorum – Università di Bologna, Cesena, Italy",Italy,1,1,0,0,1,1,0,0,1,0,1,1,1,1,,
,,,,,,,,Ferruccio Damiani,Male,"University of Turin, Turin, Italy",Italy,1,0,0,1,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Guido Salvaneschi,Male,"University of St.Gallen, St.Gallen, Switzerland",Switzerland,1,0,0,1,0,0,0,0,0,1,0,0,0,1,,
,,,,,,,,Mirko Viroli,Male,"Alma Mater Studiorum – Università di Bologna, Cesena, Italy",Italy,1,0,0,1,0,1,0,0,0,1,,,,,,
The impact of hard and easy negative training data on vulnerability prediction performance,4,1,0,0,0,1,"Vulnerability Prediction, Machine Learning, Deep Learning, Negative Sampling, Model Performance",Fahad Al Debeyan,Male,"a. School of Computing and Communications, Lancaster University, Lancaster, UK",UK,1,0,0,0,1,1,0,0,1,0,1,0,1,1,4,1
,,,,,,,,Lech Madeyski,Male,"a. School of Computing and Communications, Lancaster University, Lancaster, UK, b. Department of Applied Informatics, Wroclaw University of Science and Technology, Wroclaw, Poland","UK, Poland",1,1,0,0,1,1,0,0,1,0,1,0,1,1,,
,,,,,,,,Tracy Hall,Female,"a. School of Computing and Communications, Lancaster University, Lancaster, UK",UK,1,0,0,0,0,0,0,0,0,1,1,0,0,1,,
,,,,,,,,David Bowes,Male,"a. School of Computing and Communications, Lancaster University, Lancaster, UK",UK,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,
The influence of the city metaphor and its derivates in software visualization,4,0,0,0,1,0,"Software visualization, city metaphor, tools, extended reality, CodeCity",David Moreno-Lumbreras,Male,EIF@ Universidad Rey Juan Carlos,Spain,1,1,1,1,1,1,1,0,0,0,0,1,1,1,4,0
,,,,,,,,Jesus M. Gonzalez-Barahona,Male,EIF@ Universidad Rey Juan Carlos,Spain,0,0,0,1,1,1,1,0,0,1,1,0,0,1,,
,,,,,,,,Gregorio Robles,Male,EIF@ Universidad Rey Juan Carlos,Spain,0,1,0,1,1,0,1,0,0,1,1,1,0,1,,
,,,,,,,,Valerio Cosentino,Male,Eventbrite,Spain,1,1,1,0,1,1,0,0,0,0,1,0,0,0,,
The never-ending story–How companies transition to and sustain continuous software engineering practices,2,1,0,0,1,0,"Continuous Software Engineering, Empirical Methods, Qualitative Research, Thematic Analysis, Infrastructuring",Jacob Nørbjerg,Male,"Department of Digitalization, Copenhagen Business School, 60 Howitzvej, Frederiksberg 2000, Denmark",Denmark,1,1,1,0,1,1,0,0,0,0,1,0,1,1,2,1
,,,,,,,,Yvonne Dittrich,Female,"Computer Science Department, IT University of Copenhagen, Rued Langgaardsvej 7, Copenhagen S, 2300, Denmark",Denmark,1,0,1,0,1,1,0,0,0,0,1,0,1,1,,
The slow and the furious? Performance antipattern detection in Cyber–Physical Systems,4,1,1,0,1,0,"Cyber–Physical Systems, Performance, Antipatterns, Static Analysis, Software Performance",Imara van Dinten,Female,Delft University of Technology,Netherlands,1,1,0,0,0,1,0,0,1,0,0,0,1,0,4,1
,,,,,,,,Pouria Derakhshanfar,Male,JetBrains Research,Netherlands,0,1,0,0,0,1,0,0,0,0,0,0,1,1,,
,,,,,,,,Annibale Panichella,Male,Delft University of Technology,Netherlands,1,1,0,0,0,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Andy Zaidman,Male,Delft University of Technology,Netherlands,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,
Thriving in the era of hybrid work: Raising cybersecurity awareness using serious games in industry trainings,4,3,1,0,0,1,"Cybersecurity, Hybrid work, Serious games, Secure software, Cloud security",Tiange Zhao,Female,"Siemens AG, Otto-Hahn-Ring 6, 81739, München, Germany",Germany,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,3
,,,,,,,,Tiago Gasiba,Male,"Siemens AG, Otto-Hahn-Ring 6, 81739, München, Germany",Germany,1,0,0,0,0,0,0,0,1,0,1,0,1,1,,
,,,,,,,,Ulrike Lechner,Female,"University of the Bundeswehr Munich, Werner-Heisenberg-Weg 39, 85579, Neubiberg, Germany",Germany,1,0,0,0,0,1,0,0,0,1,0,0,1,1,,
,,,,,,,,Maria Pinto-Albuquerque,Female,"Instituto Universitário de Lisboa (ISCTE-IUL), ISTAR, Av. das Forças Armadas, 1649–026 Lisboa, Portugal",Portugal,1,0,0,0,0,1,0,0,0,1,0,0,1,1,,
"Time, causality, and realizability: Engineering interactive, distributed software systems",1,0,0,1,1,0,"Software engineering, Cyber-physical systems, Time-critical systems, Data flow architectures, Distributed systems",Manfred Broy,Male,"Institut für Informatik, Technische Universit¨at München, D-80290 München, Germany",Germany,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0
Time to separate from StackOverflow and match with ChatGPT for encryption,2,0,0,1,1,0,"Cryptography, Java, StackOverflow, Security, Encryption",Ehsan Firouzi,Male,Technische Universität Clausthal,Germany,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0
,,,,,,,,Mohammad Ghafari,Male,Technische Universität Clausthal,Germany,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,
Towards a common data-driven culture: A longitudinal study of the tensions and emerging solutions involved in becoming data-driven in a large public sector organization,3,1,1,1,1,0,"data-driven, public sector, sociotechnical, organizational culture, innovation",Astri Moksnes Barbala,Female,"SINTEF Digital, Trondheim 7034",Norway,1,1,1,0,1,1,0,0,0,0,0,1,1,1,3,1
,,,,,,,,Geir Kjetil Hanssen,Male,"SINTEF Digital, Trondheim 7034",Norway,0,1,1,0,0,0,1,0,0,0,1,1,1,1,,
,,,,,,,,Tor Sporsem,Male,"SINTEF Digital, Trondheim 7034",Norway,1,1,1,0,0,1,1,0,0,0,0,1,1,1,,
Towards an understanding of intra-defect associations: Implications for defect prediction,6,0,0,0,1,0,"Defect prediction, cross-module, intra-defect associations, defect data, machine learning",Yangyang Zhao,Male,"Zhejiang Sci-Tech University, Hangzhou, China",China,1,0,0,0,1,1,0,0,0,0,0,0,1,0,6,0
,,,,,,,,Mingyue Jiang,Male,"Zhejiang Sci-Tech University, Hangzhou, China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,
,,,,,,,,Yibiao Yang,Male,"Nanjing University, Nanjing, China",China,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,
,,,,,,,,Yuming Zhou,Male,"Nanjing University, Nanjing, China",China,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,
,,,,,,,,Hanjie Ma,Male,"Zhejiang Sci-Tech University, Hangzhou, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
,,,,,,,,Zuohua Ding,Male,"Zhejiang Sci-Tech University, Hangzhou, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,
