Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Country,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision,Unique Institute Count
GT-SimNet: Improving code automatic summarization via multi-modal similarity networks,,Chen Lyu,Male,0.0,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",China,,,,,,,,1.0,0.0,1.0,
GT-SimNet: Improving code automatic summarization via multi-modal similarity networks,,Lei Lyu,Male,0.0,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",China,,,,,,,,0.0,0.0,0.0,
Hierarchical semantic-aware neural code representationâœ©,"Code representation, Program comprehension, Tree-LSTM, Semantic graph, DFS-based method",Yuan Jiang,Male,0.0,"School of Computer Science and Technology, Harbin Institute of Technology",China,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Hierarchical semantic-aware neural code representationâœ©,,Xiaohong Su,Male,0.0,"School of Computer Science and Technology, Harbin Institute of Technology",China,,,,,,,,1.0,0.0,1.0,
Hierarchical semantic-aware neural code representationâœ©,,Christoph Treude,Male,0.0,"School of Computing and Information Systems, University of Melbourne",Australia,,,,,,,,0.0,0.0,0.0,
Hierarchical semantic-aware neural code representationâœ©,,Tiantian Wang,Female,1.0,"School of Computer Science and Technology, Harbin Institute of Technology",China,,,,,,,,0.0,0.0,0.0,
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,"Requirements Technical Debt, Systematic Literature Review, Software Evolution, Metrics, Requirements Engineering",Ana Melo,Female,1.0,"University of Pernambuco, Recife, Brazil",Brazil,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,,Roberta Fagundes,Female,1.0,"University of Pernambuco, Recife, Brazil",Brazil,,,,,,,,0.0,0.0,0.0,
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,,Valentina Lenarduzzi,Female,1.0,"University of Oulu, Oulu, Finland",Finland,,,,,,,,0.0,0.0,0.0,
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,,Wylliams Barbosa Santos,Male,0.0,"University of Pernambuco, Recife, Brazil",Brazil,,,,,,,,1.0,0.0,1.0,
Just-in-time software vulnerability detection: Are we there yet?,"Software vulnerabilities, Machine learning, Source code, Vulnerability detection, Ensemble algorithms",Francesco Lomio,Male,0.0,Tampere University,Finland,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Just-in-time software vulnerability detection: Are we there yet?,,Emanuele Iannone,Male,0.0,"SeSa Lab â€” Department of Computer Science, University of Salerno",Italy,,,,,,,,0.0,0.0,0.0,
Just-in-time software vulnerability detection: Are we there yet?,,Andrea De Lucia,Male,0.0,"SeSa Lab â€” Department of Computer Science, University of Salerno",Italy,,,,,,,,1.0,0.0,1.0,
Just-in-time software vulnerability detection: Are we there yet?,,Fabio Palomba,Male,0.0,"SeSa Lab â€” Department of Computer Science, University of Salerno",Italy,,,,,,,,0.0,0.0,0.0,
Just-in-time software vulnerability detection: Are we there yet?,,Valentina Lenarduzzi,Female,1.0,"University of Oulu, Tampere University",Finland,,,,,,,,0.0,0.0,0.0,
Mutation testing of PL/SQL programsâœ©,"Mutation testing, PL/SQL, mutant generation, automation, industrial case study",Arzu Behiye TarÄ±mcÄ±,Female,1.0,"Turkcell Technology, Istanbul, Turkey",Turkey,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Mutation testing of PL/SQL programsâœ©,,Hasan SÃ¶zer,Male,0.0,"Ozyegin University, Istanbul, Turkey",Turkey,,,,,,,,1.0,0.0,1.0,
Profiling gas consumption in Solidity smart contracts,"Blockchain, Smart Contracts, Gas, Solidity, Ethereum",Andrea Di Sorbo,Male,0.0,"Department of Engineering, University of Sannio",Italy,5.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Profiling gas consumption in Solidity smart contracts,,Sonia Laudanna,Female,1.0,"Department of Engineering, University of Sannio",Italy,,,,,,,,0.0,0.0,0.0,
Profiling gas consumption in Solidity smart contracts,,Anna Vacca,Female,1.0,"Department of Engineering, University of Sannio",Italy,,,,,,,,0.0,0.0,0.0,
Profiling gas consumption in Solidity smart contracts,,Corrado A. Visaggio,Male,0.0,"Department of Engineering, University of Sannio",Italy,,,,,,,,0.0,0.0,0.0,
Profiling gas consumption in Solidity smart contracts,,Gerardo Canfora,Male,0.0,"Department of Engineering, University of Sannio",Italy,,,,,,,,1.0,0.0,1.0,
Quantitative verification with adaptive uncertainty reduction,"stochastic models, epistemic uncertainty, Markov chains, unit testing, quantitative verification",Naif Alasmari,Male,0.0,"Department of Computer Science, University of York",UK,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Quantitative verification with adaptive uncertainty reduction,,Radu Calinescu,Male,0.0,"Department of Computer Science, University of York",UK,,,,,,,,1.0,0.0,1.0,
Quantitative verification with adaptive uncertainty reduction,,Colin Paterson,Male,0.0,"Department of Computer Science, University of York",UK,,,,,,,,0.0,0.0,0.0,
Quantitative verification with adaptive uncertainty reduction,,Raffaela Mirandola,Female,1.0,Politecnico di Milano,Italy,,,,,,,,0.0,0.0,0.0,
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,"Path search, test generation, random strategy, heuristic strategy, optimization",Zhiyi Zhang,Male,0.0,"Nanjing University of Aeronautics and Astronautics, National Key Laboratory for Novel Software Technology, Collaborative Innovation Center of Novel Software Technology and Industrialization",China,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,,Ziyuan Wang,Male,0.0,Nanjing University of Posts and Telecommunications,China,,,,,,,,0.0,0.0,0.0,
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,,Fan Yang,Male,0.0,Nanjing University of Posts and Telecommunications,China,,,,,,,,0.0,0.0,0.0,
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,,Jiahao Wei,Male,0.0,Nanjing University of Posts and Telecommunications,China,,,,,,,,0.0,0.0,0.0,
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,,Yuqian Zhou,Female,1.0,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",China,,,,,,,,0.0,0.0,0.0,
Random or heuristic? An empirical study on path search strategies for test generation in KLEE,,Zhiqiu Huang,Male,0.0,"Nanjing University of Aeronautics and Astronautics, Ministry Key Laboratory for Safety-Critical Software Development and Verification",China,,,,,,,,0.0,0.0,0.0,
Spreadsheet debugging: The perils of tool over-reliance,"spreadsheets, debugging, heuristic, fault identification, tool reliance",Adil Mukhtar,Male,0.0,Graz University of Technology,Austria,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Spreadsheet debugging: The perils of tool over-reliance,,Birgit Hofer,Female,1.0,Graz University of Technology,Austria,,,,,,,,0.0,0.0,0.0,
Spreadsheet debugging: The perils of tool over-reliance,,Dietmar Jannach,Male,0.0,University of Klagenfurt,Austria,,,,,,,,1.0,0.0,1.0,
Spreadsheet debugging: The perils of tool over-reliance,,Franz Wotawa,Male,0.0,Graz University of Technology,Austria,,,,,,,,1.0,0.0,1.0,
Taxonomy of security weaknesses in Java and Kotlin Android apps,"Security, Mobile apps, Android, Java, Kotlin",Alejandro Mazuera-Rozo,Male,0.0,"UniversitÃ della Svizzera Italiana, Lugano, Switzerland; Universidad de los Andes, BogotÃ¡, Colombia","Switzerland, Colombia",7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
Taxonomy of security weaknesses in Java and Kotlin Android apps,,Camilo Escobar-VelÃ¡squez,Male,0.0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,,,,0.0,0.0,0.0,
Taxonomy of security weaknesses in Java and Kotlin Android apps,,Juan Espitia-Acero,Male,0.0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,,,,0.0,0.0,0.0,
Taxonomy of security weaknesses in Java and Kotlin Android apps,,David Vega-GuzmÃ¡n,Male,0.0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,,,,0.0,0.0,0.0,
Taxonomy of security weaknesses in Java and Kotlin Android apps,,Catia Trubiani,Female,1.0,"Gran Sasso Science Institute, Lâ€™Aquila, Italy",Italy,,,,,,,,0.0,0.0,0.0,
Taxonomy of security weaknesses in Java and Kotlin Android apps,,Mario Linares-VÃ¡squez,Male,0.0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,,,,1.0,0.0,1.0,
Taxonomy of security weaknesses in Java and Kotlin Android apps,,Gabriele Bavota,Male,0.0,"UniversitÃ della Svizzera Italiana, Lugano, Switzerland",Switzerland,,,,,,,,1.0,0.0,1.0,
Technical debts and faults in open-source quantum software systems: An empirical study,"Quantum computing, software maintenance, technical debt, fault occurrence, code design",Moses Openja,Male,0.0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,5.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Technical debts and faults in open-source quantum software systems: An empirical study,,Mohammad Mehdi Morovati,Male,0.0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,,,,0.0,0.0,0.0,
Technical debts and faults in open-source quantum software systems: An empirical study,,Le An,Male,0.0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,,,,0.0,0.0,0.0,
Technical debts and faults in open-source quantum software systems: An empirical study,,Foutse Khomh,Male,0.0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,,,,1.0,0.0,1.0,
Technical debts and faults in open-source quantum software systems: An empirical study,,Mouna Abidi,Female,1.0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,,,,0.0,0.0,0.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,"Model-Based Systems Engineering, Product Development, Market Research, Quality Function Deployment, Decision Matrix",Azad Khandoker,Male,0.0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Sabine Sint,Female,1.0,"Christian Doppler Laboratory for Model-Integrated Smart Production (CDL-MINT), Department of Business Informatics",Austria,,,,,,,,0.0,0.0,0.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Guido Gessl,Male,0.0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,,,,0.0,0.0,0.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Klaus Zeman,Male,0.0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,,,,1.0,0.0,1.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Franz Jungreitmayr,Male,0.0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,,,,0.0,0.0,0.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Helmut Wahl,Male,0.0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,,,,0.0,0.0,0.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Andreas Wenigwieser,Male,0.0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,,,,0.0,0.0,0.0,
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,,Roland Kretschmer,Male,0.0,"Institute for Software Systems Engineering, Johannes Kepler University Linz",Austria,,,,,,,,0.0,0.0,0.0,
Usability inspection: Novice crowd inspectors versus expertâœ©,"Usability, Crowdsourcing, Heuristic Evaluation, Experiment Design, Cost-effectiveness",Muhammad Nasir,Male,0.0,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan; Faculty of Computing, Riphah International University, Islamabad, Pakistan",Pakistan,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Usability inspection: Novice crowd inspectors versus expertâœ©,,Naveed Ikram,Male,0.0,"Faculty of Computing, Riphah International University, Islamabad, Pakistan",Pakistan,,,,,,,,1.0,0.0,1.0,
Usability inspection: Novice crowd inspectors versus expertâœ©,,Zakia Jalil,Female,1.0,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan",Pakistan,,,,,,,,0.0,0.0,0.0,
VulSlicer: Vulnerability detection through code slicing,"Vulnerability detection, code slicing, open-source projects, vulnerability-relevant statements, program analysis",Solmaz Salimi,Female,1.0,"S4Lab, Department of Computer Engineering, Sharif University of Technology",Iran,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
VulSlicer: Vulnerability detection through code slicing,,Mehdi Kharrazi,Male,0.0,"S4Lab, Department of Computer Engineering, Sharif University of Technology",Iran,,,,,,,,1.0,0.0,1.0,
Studying the association between Gitcoinâ€™s issues and resolving outcomes,"Open-source software, Bug bounty platforms, Statistical analysis, Machine learning, Issue resolution",Morakot Choetkiertikul,Male,0.0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,8.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
Studying the association between Gitcoinâ€™s issues and resolving outcomes,,Arada Puengmongkolchaikit,Female,1.0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,,,,0.0,0.0,0.0,
Studying the association between Gitcoinâ€™s issues and resolving outcomes,,Pandaree Chandra,Female,1.0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,,,,0.0,0.0,0.0,
Studying the association between Gitcoinâ€™s issues and resolving outcomes,,Chaiyong Ragkhitwetsagul,Male,0.0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,,,,0.0,0.0,0.0,
Studying the association between Gitcoinâ€™s issues and resolving outcomes,,Rungroj Maipradit,Male,0.0,"Nara Institute of Science and Technology, Japan",Japan,,,,,,,,0.0,0.0,0.0,
Studying the association between Gitcoinâ€™s issues and resolving outcomes,,Hideaki Hata,Male,0.0,"Shinshu University, Japan",Japan,,,,,,,,1.0,0.0,1.0,
Studying the association between Gitcoinâ€™s issues and resolving outcomes,,Thanwadee Sunetnanta,Female,1.0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,,,,0.0,0.0,0.0,
