Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,UniqueInstituteCount,Country,UniqueCountryCount,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,FemaleLedLocalCollaboration,MaleLedLocalCollaboration,FemaleLedNationalCollaboration,MaleLedNationalCollaboration,FemaleLedInternationalCollaboration,MaleLedInternationalCollaboration
Data management for production quality deep learning models: Challenges and solutions,"Deep learning, Data management, Industrial deployment, Case study, Software systems",Aiswarya Raj Munappy,Female,1,"Department of Computer Science and Engineering, Chalmers University of Technology, HÃ¶rselgÃ¥ngen 11, 412 96, Gothenburg, Sweden",3,Sweden,1,5,2,1,0,0,1,0,0,0,1,0,0,0
,,Jan Bosch,Male,0,"Department of Computer Science and Engineering, Chalmers University of Technology, HÃ¶rselgÃ¥ngen 11, 412 96, Gothenburg, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Helena HolmstrÃ¶m Olsson,Female,1,"Department of Computer Science and Media Technology, MalmÃ¶ University, NordenskiÃ¶ldsgatan 1, 205 06, MalmÃ¶, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Anders Arpteg,Male,0,"Peltarion - the operational AI platform, HollÃ¤ndargatan 17, 111 60, Stockholm, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,BjÃ¶rn Brinne,Male,0,"Peltarion - the operational AI platform, HollÃ¤ndargatan 17, 111 60, Stockholm, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
Deep learning application on code clone detection: A review of current knowledge,"Code quality, code clone detection, bad smells, deep learning, maintainability",Maggie Lei,Female,1,"Computer Science and Engineering, Oakland University, Rochester, MI, 48309, United States",1,United States,1,5,2,1,0,1,1,0,1,0,1,0,0,0
,,Hao Li,Male,0,"Computer Science and Engineering, Oakland University, Rochester, MI, 48309, United States",,United States,,,,,,,,,0,0,0,0,0,0
,,Ji Li,Male,0,"Computer Science and Engineering, Oakland University, Rochester, MI, 48309, United States",,United States,,,,,,,,,0,0,0,0,0,0
,,Namrata Aundhkar,Female,1,"Computer Science and Engineering, Oakland University, Rochester, MI, 48309, United States",,United States,,,,,,,,,0,0,0,0,0,0
,,Dae-Kyoo Kim,Male,0,"Computer Science and Engineering, Oakland University, Rochester, MI, 48309, United States",,United States,,,,,,,,,0,0,0,0,0,0
Developersâ€™ need for the rationale of code commits: An in-breadth and in-depth study,"Software Engineering, Code Commits, Rationale, Documentation, Mixed Methods",Khadijah Al Safwan,Female,1,"Department of Computer Science, Virginia Tech, Blacksburg, Virginia, United States of America",3,United States,3,3,1,1,0,0,0,1,0,0,0,0,1,0
,,Mohammed Elarnaoty,Male,0,"Department of Computer Science, Virginia Tech, Blacksburg, Virginia, United States of America, Cairo University, Giza, Egypt",,"United States, Egypt",,,,,,,,,0,0,0,0,0,0
,,Francisco Servant,Male,0,"Universidad Rey Juan Carlos, Madrid, Spain, Department of Computer Science, Virginia Tech, Blacksburg, Virginia, United States of America",,"Spain, United States",,,,,,,,,0,0,0,0,0,0
Emotimonitor: A Trello power-up to capture and monitor emotions of Agile teamsâœ©,"Agile, Trello, Emotional monitoring, Teams, Visualization",Mohammed-Amr Abd El-Migid,Male,0,"Monash University, Melbourne, Australia",1,Australia,1,7,2,0,1,1,1,0,0,1,0,1,0,0
,,Damon Cai,Male,0,"Monash University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Thomas Niven,Male,0,"Monash University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Jeffrey Vo,Male,0,"Monash University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Kashumi Madampe,Female,1,"Monash University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,John Grundy,Male,0,"Monash University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Rashina Hoda,Female,1,"Monash University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
Estimating the potential of program repair search spaces with commit analysis,"Program repair, commit analysis, GitHub, repair strategy, static analysis",Khashayar Etemadi,Male,0,KTH Royal Institute of Technology,4,Sweden,4,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Niloofar Tarighat,Female,1,Sharif University of Technology,,Iran,,,,,,,,,0,0,0,0,0,0
,,Siddharth Yadav,Male,0,Indraprastha Institute of Information Technology Delhi,,India,,,,,,,,,0,0,0,0,0,0
,,Matias Martinez,Male,0,UniversitÃ© Polytechnique Hauts-de-France,,France,,,,,,,,,0,0,0,0,0,0
,,Martin Monperrus,Male,0,KTH Royal Institute of Technology,,Sweden,,,,,,,,,0,0,0,0,0,0
Exploiting gated graph neural network for detecting and explaining self-admitted technical debts,"SATD, Gated Graph Neural Network, Technical Debt, Software Maintenance, Hybrid Attention-Based",Jiaojiao Yu,Female,1,"School of Computer Science, Wuhan University, Wuhan, China",3,China,2,6,1,1,0,0,0,1,0,0,0,0,1,0
,,Kunsong Zhao,Male,0,"School of Computer Science, Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0,0,0,0
,,Jin Liu,Male,0,"School of Computer Science, Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xiao Liu,Male,0,"School of Information Technology, Deakin University, Geelong, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Zhou Xu,Male,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xin Wang,Male,0,"School of Computer Science, Wuhan University, Wuhan, China",,China,,,,,,,,,0,0,0,0,0,0
Exploring factors and metrics to select open source software components for integration: An empirical study,"Open Source Software, OSS selection, Metrics, APIs, GitHub",Xiaozhou Li,Male,0,Tampere University,1,Finland,1,4,1,0,1,1,1,0,0,1,0,1,0,0
,,Sergio Moreschini,Male,0,Tampere University,,Finland,,,,,,,,,0,0,0,0,0,0
,,Zheying Zhang,Female,1,Tampere University,,Finland,,,,,,,,,0,0,0,0,0,0
,,Davide Taibi,Male,0,Tampere University,,Finland,,,,,,,,,0,0,0,0,0,0
Exploring multi-programming-language commits and their impacts on software quality: An empirical study on Apache projects,"Multi-programming, Software quality, Apache projects, Development difficulty, Software bug-proneness",Zengyang Li,Male,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",3,China,1,6,2,0,1,0,1,0,0,0,0,1,0,0
,,Xiaoxiao Qi,Female,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Qinyi Yu,Female,1,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Peng Liang,Male,0,"School of Computer Science, Wuhan University",,China,,,,,,,,,0,0,0,0,0,0
,,Ran Mo,Male,0,"School of Computer Science & Hubei Provincial Key Laboratory of Artificial Intelligence and Smart Learning, Central China Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Chen Yang,Male,0,"School of Artificial Intelligence, Shenzhen Polytechnic, State Key Laboratory for Novel Software Technology, Nanjing University",,China,,,,,,,,,0,0,0,0,0,0
Factors affecting Agile adoption: An industry research study of the mobile app sector in Saudi Arabia,"Agile, adoption, software, human factors, SMEs",Fahad S. Altuwaijri,Male,0,"a) School of Computing and Communications, Lancaster University, UK; b) Department of Information Technology, College of Computer, Qassim University, Saudi Arabia",2,"UK, Saudi Arabia",2,2,1,0,1,0,0,1,0,0,0,0,0,1
,,Maria Angela Ferrario,Female,1,"c) School of Electronics, Electrical Engineering and Computer Science, Queenâ€™s University, Belfast, UK",,UK,,,,,,,,,0,0,0,0,0,0
"GitHub repositories with links to academic papers: Public access, traceability, and evolutionâœ©","Traceability, GitHub, academic papers, access, evolution",Supatsara Wattanakriengkrai,Female,1,Nara Institute of Science and Technology,4,Japan,3,7,2,1,0,0,0,1,0,0,0,0,1,0
,,Bodin Chinthanet,Male,0,Nara Institute of Science and Technology,,Japan,,,,,,,,,0,0,0,0,0,0
,,Hideaki Hata,Male,0,Shinshu University,,Japan,,,,,,,,,0,0,0,0,0,0
,,Raula Gaikovina Kula,Male,0,Nara Institute of Science and Technology,,Japan,,,,,,,,,0,0,0,0,0,0
,,Christoph Treude,Male,0,University of Melbourne,,Australia,,,,,,,,,0,0,0,0,0,0
,,Jin Guo,Female,1,McGill University,,Canada,,,,,,,,,0,0,0,0,0,0
,,Kenichi Matsumoto,Male,0,Nara Institute of Science and Technology,,Japan,,,,,,,,,0,0,0,0,0,0
GT-SimNet: Improving code automatic summarization via multi-modal similarity networks,"code summarization, multi-modal similarity, semantic modelling, API dependency graph, feature fusion",Xuejian Gao,Male,0,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",1,China,1,6,2,0,1,1,1,0,0,1,0,1,0,0
,,Xue Jiang,Female,1,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Qiong Wu,Female,1,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Xiao Wang,Male,0,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Chen Lyu,Male,0,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",,China,,,,,,,,,0,0,0,0,0,0
,,Lei Lyu,Male,0,"Shandong Provincial Key Laboratory for Distributed Computer Software Novel Technology, School of Information Science and Engineering, Shandong Normal University",,China,,,,,,,,,0,0,0,0,0,0
Hierarchical semantic-aware neural code representationâœ©,"Code representation, Program comprehension, Tree-LSTM, Semantic graph, DFS-based method",Yuan Jiang,Male,0,"School of Computer Science and Technology, Harbin Institute of Technology",2,China,2,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Xiaohong Su,Male,0,"School of Computer Science and Technology, Harbin Institute of Technology",,China,,,,,,,,,0,0,0,0,0,0
,,Christoph Treude,Male,0,"School of Computing and Information Systems, University of Melbourne",,Australia,,,,,,,,,0,0,0,0,0,0
,,Tiantian Wang,Female,1,"School of Computer Science and Technology, Harbin Institute of Technology",,China,,,,,,,,,0,0,0,0,0,0
How has design thinking being used and integrated into software development activities? A systematic mapping,"Design Thinking, Software Development, Systematic Mapping, Models, Techniques",Rafael Parizi,Male,0,Pontifical Catholic University of Rio Grande do Sul - PUCRS,2,Brazil,1,4,2,0,1,0,1,0,0,0,0,1,0,0
,,Matheus Prestes,Male,0,Pontifical Catholic University of Rio Grande do Sul - PUCRS,,Brazil,,,,,,,,,0,0,0,0,0,0
,,Sabrina Marczak,Female,1,Pontifical Catholic University of Rio Grande do Sul - PUCRS,,Brazil,,,,,,,,,0,0,0,0,0,0
,,Tayana Conte,Female,1,Federal University of Amazonas - UFAM,,Brazil,,,,,,,,,0,0,0,0,0,0
How secondary school girls perceive Computational Thinking practices through collaborative programming with the micro,"Computational Thinking, Collaborative Programming, Micro
, Mixed-methods, Secondary School Education",Mojtaba Shahin,Male,0,"Monash University, Australia",2,Australia,1,6,1,0,1,0,1,0,0,0,0,1,0,0
,,Christabel Gonsalvez,Female,1,"Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Jon Whittle,Male,0,"CSIROâ€™s Data61, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Chunyang Chen,Male,0,"Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Li Li,Male,0,"Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Xin Xia,Male,0,"Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
Identification and measurement of Requirements Technical Debt in software development: A systematic literature review,"Requirements Technical Debt, Systematic Literature Review, Software Evolution, Metrics, Requirements Engineering",Ana Melo,Female,1,"University of Pernambuco, Recife, Brazil",2,Brazil,2,4,3,1,0,0,0,1,0,0,0,0,1,0
,,Roberta Fagundes,Female,1,"University of Pernambuco, Recife, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Valentina Lenarduzzi,Female,1,"University of Oulu, Oulu, Finland",,Finland,,,,,,,,,0,0,0,0,0,0
,,Wylliams Barbosa Santos,Male,0,"University of Pernambuco, Recife, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
Just-in-time software vulnerability detection: Are we there yet?,"Software vulnerabilities, Machine learning, Source code, Vulnerability detection, Ensemble algorithms",Francesco Lomio,Male,0,Tampere University,3,Finland,2,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Emanuele Iannone,Male,0,"SeSa Lab â€” Department of Computer Science, University of Salerno",,Italy,,,,,,,,,0,0,0,0,0,0
,,Andrea De Lucia,Male,0,"SeSa Lab â€” Department of Computer Science, University of Salerno",,Italy,,,,,,,,,0,0,0,0,0,0
,,Fabio Palomba,Male,0,"SeSa Lab â€” Department of Computer Science, University of Salerno",,Italy,,,,,,,,,0,0,0,0,0,0
,,Valentina Lenarduzzi,Female,1,"University of Oulu, Tampere University",,Finland,,,,,,,,,0,0,0,0,0,0
Modelling and executing IoT-enhanced business processes through BPMN and microservices,"IoT, BPMN, Microservices, Process Automation, Ontologies",Pedro Valderas,Male,0,Universitat PolitÃ¨cnica de ValÃ¨ncia,2,Spain,2,3,2,0,1,0,0,1,0,0,0,0,0,1
,,Victoria Torres,Female,1,Universitat PolitÃ¨cnica de ValÃ¨ncia,,Spain,,,,,,,,,0,0,0,0,0,0
,,EstefanÃ­a Serral,Female,1,"KU Leuven, LIRIS",,Belgium,,,,,,,,,0,0,0,0,0,0
Moderator factors of software security and performance verificationâœ©,"Security, performance, verification, methodology, review",Victor Vidigal Ribeiro,Male,0,Federal University of Rio de Janeiro,2,Brazil,2,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Daniela Soares Cruzes,Female,1,SINTEF DIGITAL,,Norway,,,,,,,,,0,0,0,0,0,0
,,Guilherme Horta Travassos,Male,0,Federal University of Rio de Janeiro,,Brazil,,,,,,,,,0,0,0,0,0,0
Multi-paradigm modeling for cyberâ€“physical systems: A systematic mapping review,"Cyberâ€“Physical Systems, Multi-Paradigm Modeling, Cross-Domain Expertise, Heterogeneous Systems, Model Integration",Ankica BariÅ¡iÄ‡,Female,1,"Universite Cote dâ€™Azur, CNRS, Inria, Sophia Antipolis, France; NOVA LINCS, University NOVA of Lisboa, Portugal",10,"France, Portugal",9,12,7,1,0,0,0,1,0,0,0,0,1,0
,,Ivan Ruchkin,Male,0,"University of Pennsylvania, United States of America",,USA,,,,,,,,,0,0,0,0,0,0
,,DuÅ¡an SaviÄ‡,Male,0,"Faculty of Organizational Sciences, Belgrade, Serbia",,Serbia,,,,,,,,,0,0,0,0,0,0
,,Mustafa Abshir Mohamed,Male,0,"Ege University, Izmir, Turkey",,Turkey,,,,,,,,,0,0,0,0,0,0
,,Rima Al-Ali,Female,1,"Charles University, Prague, Czech Republic",,Czech Republic,,,,,,,,,0,0,0,0,0,0
,,Letitia W. Li,Female,1,"FAST Labs, BAE Systems, United States of America",,USA,,,,,,,,,0,0,0,0,0,0
,,Hana Mkaouar,Female,1,"LTCI, Telecom Paris, Institut Polytechnique de Paris, France",,France,,,,,,,,,0,0,0,0,0,0
,,Raheleh Eslampanah,Female,1,"University of Antwerp and Flanders Make, Belgium",,Belgium,,,,,,,,,0,0,0,0,0,0
,,Moharram Challenger,Male,0,"University of Antwerp and Flanders Make, Belgium",,Belgium,,,,,,,,,0,0,0,0,0,0
,,Dominique Blouin,Female,1,"LTCI, Telecom Paris, Institut Polytechnique de Paris, France",,France,,,,,,,,,0,0,0,0,0,0
,,Oksana Nikiforova,Female,1,"Riga Technical University, Riga, Latvia",,Latvia,,,,,,,,,0,0,0,0,0,0
,,Antonio Cicchetti,Male,0,"MÃ¤lardalen University, VÃ¤sterÃ¥s, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
Mutation-based analysis of queueing network performance models,"Performance, Software Engineering, System Performance, Mutation Operators, Queueing Networks",Thomas Laurent,Male,0,Lero & University College Dublin,3,Ireland,3,4,1,0,1,0,0,1,0,0,0,0,0,1
,,Paolo Arcaini,Male,0,National Institute of Informatics,,Japan,,,,,,,,,0,0,0,0,0,0
,,Catia Trubiani,Female,1,Gran Sasso Science Institute,,Italy,,,,,,,,,0,0,0,0,0,0
,,Anthony Ventresque,Male,0,Lero & University College Dublin,,Ireland,,,,,,,,,0,0,0,0,0,0
Mutation testing of PL/SQL programsâœ©,"Mutation testing, PL/SQL, mutant generation, automation, industrial case study",Arzu Behiye TarÄ±mcÄ±,Female,1,"Turkcell Technology, Istanbul, Turkey",2,Turkey,1,2,1,1,0,0,1,0,0,0,1,0,0,0
,,Hasan SÃ¶zer,Male,0,"Ozyegin University, Istanbul, Turkey",,Turkey,,,,,,,,,0,0,0,0,0,0
On the benefits and problems related to using Definition of Doneâ€”A survey studyâœ©,"Scrum, Agile, Definition of Done, Survey, Empirical study",Sylwia KopczyÅ„ska,Female,1,"Poznan University of Technology, Institute of Computing Science",1,Poland,1,4,1,1,0,1,1,0,1,0,1,0,0,0
,,MirosÅ‚aw Ochodek,Male,0,"Poznan University of Technology, Institute of Computing Science",,Poland,,,,,,,,,0,0,0,0,0,0
,,Jakub Piechowiak,Male,0,"Poznan University of Technology, Institute of Computing Science",,Poland,,,,,,,,,0,0,0,0,0,0
,,Jerzy Nawrocki,Male,0,"Poznan University of Technology, Institute of Computing Science",,Poland,,,,,,,,,0,0,0,0,0,0
On the evaluation of usability design guidelines for improving network monitoring tools interfaces,"Usability, Network Monitoring, Human-Computer Interaction, User Interface Design, Software Development",Sofia A.M. Silveira,Female,1,"Federal University of SÃ£o Carlos, Sorocaba, SP, Brazil",2,Brazil,1,4,2,1,0,0,1,0,0,0,1,0,0,0
,,Luciana A.M. Zaina,Female,1,"Federal University of SÃ£o Carlos, Sorocaba, SP, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Leobino N. Sampaio,Male,0,"Federal University of Bahia, Salvador, BA, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,FÃ¡bio L. Verdi,Male,0,"Federal University of SÃ£o Carlos, Sorocaba, SP, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
On the use of artificial intelligence to deal with privacy in IoT systems: A systematic literature review,"IoT, AI, Privacy, Malware Detection, Network Analysis",Giammaria Giordano,Male,0,"SeSa Lab - Department of Computer Science, University of Salerno",1,Italy,1,3,1,0,1,1,1,0,0,1,0,1,0,0
,,Fabio Palomba,Male,0,"SeSa Lab - Department of Computer Science, University of Salerno",,Italy,,,,,,,,,0,0,0,0,0,0
,,Filomena Ferrucci,Female,1,"SeSa Lab - Department of Computer Science, University of Salerno",,Italy,,,,,,,,,0,0,0,0,0,0
Preventing accessibility barriers: Guidelines for using user interface design patterns in mobile applications,"Accessibility, UI Design, Mobile Apps, Guidelines, Prototyping",Luciana A.M. Zaina,Female,1,Federal University of SÃ£o Carlos (UFSCAR),3,Brazil,1,5,3,1,0,0,1,0,0,0,1,0,0,0
,,Renata P.M. Fortes,Female,1,University of SÃ£o Paulo (USP),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Vitor Casadei,Male,0,Federal University of SÃ£o Carlos (UFSCAR),,Brazil,,,,,,,,,0,0,0,0,0,0
,,Leornardo Seiji Nozaki,Male,0,Federal University of SÃ£o Carlos (UFSCAR),,Brazil,,,,,,,,,0,0,0,0,0,0
,,DÃ©bora Maria Barroso Paiva,Female,1,Federal University of Mato Grosso do Sul (UFMS),,Brazil,,,,,,,,,0,0,0,0,0,0
Profiling gas consumption in Solidity smart contracts,"Blockchain, Smart Contracts, Gas, Solidity, Ethereum",Andrea Di Sorbo,Male,0,"Department of Engineering, University of Sannio",1,Italy,1,5,2,0,1,1,1,0,0,1,0,1,0,0
