Paper Title,Study Domain Terms,Total Authors,Female Authors,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing
,,,,,,,,Axel Legay,Male,"ICTEAM, UCLouvain, Louvain-la-Neuve",Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Colla-Config: A stakeholders preferences-based approach for product lines collaborative configuration,"Software Engineering, Collaborative Software Systems",5,4,1,0,0,1,Sihem Ben Sassi,Female,"RIADI Lab., National School of Computer Sciences, Manouba University, CBA, University of Taibah, Al-Madinah, Kingdom of Saudi Arabia","Tunisia, Saudia Arabia",0,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Sabrine Edded,Female,"Centre de Recherche Informatique (CRI), Université Paris 1 Panthéon-Sorbonne, RIADI Lab., National School of Computer Sciences, Manouba University, Tunisia","France, Tunisia",0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Raúl Mazo,Male,"CBA, University of Taibah",Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Henda Ben Ghezala,Female,"RIADI Lab., National School of Computer Sciences, Manouba University",Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Camille Salinesi,Female,"Centre de Recherche Informatique (CRI), Université Paris 1 Panthéon-Sorbonne",France,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A modular metamodel and refactoring rules to achieve software product line interoperability,"Software Product Lines, Software Engineering",3,2,0,1,1,0,Jose-Miguel Horcas,Male,"Andalucía Tech, ITIS Software, Universidad de Málaga",Spain,1,0,0,0,1,0,0,0,1,0,1,0,0,1
,,,,,,,,Mónica Pinto,Female,"Andalucía Tech, ITIS Software, Universidad de Málaga",Spain,0,0,0,0,1,1,0,0,0,0,1,0,0,1
,,,,,,,,Lidia Fuentes,Female,"Andalucía Tech, ITIS Software, Universidad de Málaga",Spain,0,0,0,1,0,0,0,1,0,1,0,0,0,0
A systematic literature review on blockchain governance,"Blockchain, Software Engineering, Governance",5,2,1,0,1,0,Yue Liu,Female,"Data61, CSIRO, Sydney, University of New South Wales, Sydney, Australia",Australia,1,1,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Qinghua Lu,Male,"Data61, CSIRO, Sydney, University of New South Wales, Sydney, Australia",Australia,0,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Liming Zhu,Male,"Data61, CSIRO, Sydney, University of New South Wales, Sydney, Australia",Australia,0,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Hye-Young Paik,Female,"University of New South Wales, Sydney",Australia,0,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Mark Staples,Male,"Data61, CSIRO, Sydney",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Configuring mission-specific behavior in a product line of collaborating Small Unmanned Aerial Systems,"Software Engineering, Unmanned Aerial Systems",9,3,0,0,0,1,Md Nafee Al Islam,Male,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Muhammed Tawfiq Chowdhury,Male,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Ankit Agrawal,Male,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Michael Murphy,Male,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Raj Mehta,Male,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Daria Kudriavtseva,Female,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Jane Cleland-Huang,Female,"Department of Computer Science and Engineering, University of Notre Dame",USA,1,0,0,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Michael Vierhauser,Male,"LIT Secure and Correct Systems Lab, Johannes Kepler University Linz",Austria,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Marsha Chechik,Female,"Department of Computer Science, University of Toronto",Canada,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Towards automated Android app internationalisation: An exploratory study,"Software Engineering, Mobile Applications",8,2,1,0,0,1,Pei Liu,Female,"Monash University, Victoria, Australia",Australia,0,1,0,0,1,0,0,0,1,0,0,0,1,1
,,,,,,,,Qingxin Xia,Male,"North China Institute of Science and Technology, Hebei, China",China,1,0,0,0,0,1,0,0,0,1,0,0,1,1
,,,,,,,,Kui Liu,Male,"Huawei Software Engineering Application Technology Lab, Hangzhou, China",China,0,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Juncai Guo,Male,"Wuhan University, Wuhan, China",China,0,0,0,0,0,0,0,0,1,0,1,0,1,1
,,,,,,,,Xin Wang,Male,"Wuhan University, Wuhan, China",China,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,,,,,,,,Jin Liu,Male,"Wuhan University, Wuhan, China",China,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,,,,,,,,John Grundy,Male,"Monash University, Victoria, Australia",Australia,0,0,0,0,0,0,0,1,0,0,0,0,1,1
,,,,,,,,Li Li,Female,"Beihang University, Beijing, China",China,0,0,0,0,0,0,0,1,0,0,0,0,1,1
Automated data validation: An industrial experience report,"Software Engineering, Data Science",6,2,0,0,1,0,Lei Zhang,Male,"Department of Computer Science, Ryerson University, Toronto, Canada",Canada,1,0,0,0,0,1,0,0,1,0,0,0,1,1
,,,,,,,,Sean Howard,Male,"Environics Analytics, Toronto, Canada",Canada,0,1,0,0,0,1,1,0,0,0,0,0,0,0
,,,,,,,,Tom Montpool,Male,"Environics Analytics, Toronto, Canada",Canada,0,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Jessica Moore,Female,"Environics Analytics, Toronto, Canada",Canada,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,,,,,,,,Krittika Mahajan,Female,"Environics Analytics, Toronto, Canada",Canada,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,Andriy Miranskyy,Male,"Department of Computer Science, Ryerson University, Toronto, Canada",Canada,1,0,0,0,0,1,0,0,1,1,0,0,0,0
The role of knowledge-based resources in Agile Software Development contexts,"Software Engineering, Agile Development",4,1,1,0,1,0,Raquel Ouriques,Female,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",Sweden,1,1,0,0,1,1,0,1,0,0,1,1,1,1
,,,,,,,,Krzysztof Wnuk,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",Sweden,0,0,0,0,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Tony Gorschek,Male,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",Sweden,0,0,0,1,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Richard Berntsson Svensson,Male,"Department of Computer Science and Engineering at Chalmers — University of Gothenburg, Sweden",Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
An empirical study of security practices for microservices systems,"Software Engineering, Cybersecurity",6,1,0,0,0,1,Ali Rezaei Nasab,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,1,0,0,0,1,0,0,0,0,0,0,1,1,0
,,,,,,,,Mojtaba Shahin,Male,"School of Computing Technologies, RMIT University, Melbourne, Australia",Australia,1,0,0,0,1,0,1,0,0,1,0,1,1,1
,,,,,,,,Seyed Ali Hoseyni Raviz,Male,"School of Computer Science, Wuhan University, Wuhan, China",China,1,0,0,0,1,0,0,0,0,0,0,1,1,1
,,,,,,,,Peng Liang,Male,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",Italy,1,0,0,1,1,0,0,0,0,0,0,1,0,1
,,,,,,,,Amir Mashmool,Male,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",Italy,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,Valentina Lenarduzzi,Female,"Faculty of Information Technology and Electrical Engineering, University of Oulu, Finland",Finland,1,0,0,0,0,0,0,0,0,0,0,1,0,1
The impact of working from home on the success of Scrum projects: A multi-method study,"Software Engineering, Agile",2,0,0,1,1,0,Adrian-Alexandru Cucolaş,Male,"Aalborg University, Denmark",Denmark,1,0,1,0,1,1,0,0,1,0,0,1,1,1
,,,,,,,,Daniel Russo,Male,"Aalborg University, Denmark",Denmark,1,1,1,1,1,1,1,1,0,1,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Boosting source code suggestion with self-supervised Transformer Gated Highway,"Software Engineering, AI",4,0,0,0,1,0,Yasir Hussain,Male,"Nanjing University of Aeronautics and Astronautics, China",China,1,0,0,1,1,1,0,0,0,0,0,1,1,0
,,,,,,,,Zhiqiu Huang,Male,"Nanjing University of Aeronautics and Astronautics, China",China,0,0,0,1,0,0,1,1,0,1,0,0,0,1
,,,,,,,,Yu Zhou,Male,"Nanjing University of Aeronautics and Astronautics, China",China,0,0,0,0,0,0,0,0,0,1,1,0,0,1
,,,,,,,,Senzhang Wang,Male,"Central South University, China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
An empirical evaluation of the “Cognitive Complexity” measure as a predictor of code understandability,Software Engineering,4,0,0,0,0,1,Abedallah Zaid Abualkishik,Male,"American University in the Emirates, Dubai, UAE",UAE,0,1,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Geng Liu,Male,"Hangzhou Dianzi University, China",China,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Sandro Morasca,Male,"Università degli Studi dell’Insubria, Varese, Italy",Italy,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Luigi Lavazza,Male,"Università degli Studi dell’Insubria, Varese, Italy",Italy,1,1,0,0,1,0,1,0,0,1,0,0,1,0
Efficient transformer with code token learner for code clone detection,Software Engineering,5,1,1,0,1,0,Aiping Zhang,Female,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,1,0,0,0,0,1,0,0,1,0,0,0,1,0
,,,,,,,,Liming Fang,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China, Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute, Shenzhen, Guangdong, PR China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Chunpeng Ge,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,0,0,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Piji Li,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,0,0,0,0,0,0,0,0,0,0,1,0,0,1
,,,,,,,,Zhe Liu,Male,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"A survey of blockchain consensus safety and security: State-of-the-art, challenges, and future work","Computer Science, Blockchain",4,0,0,1,1,0,Qihao Bao,Male,"School of Computer Science and Engineering, Southeast University, Nanjing, China",China,1,1,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Bixin Li,Male,"School of Computer Science and Engineering, Southeast University, Nanjing, China",China,0,0,0,1,0,1,0,0,0,1,0,0,0,1
,,,,,,,,Tianyuan Hu,Male,"School of Computer Science and Engineering, Southeast University, Nanjing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Xueyong Sun,Male,"School of Computer Science and Engineering, Southeast University, Nanjing, China",China,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Software practitioners’ point of view on technical debt payment,Software Engineering,15,3,0,0,0,1,Sávio Freire,Male,"Federal University of Bahia, Salvador, Brazil, Federal Institute of Ceará, Morada Nova, Brazil",Brazil,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Nicolli Rios,Female,"Federal University of Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Boris Pérez,Male,"University of Los Andes, Bogotá, Colombia, Francisco de Paula Santander University, Cúcuta, Colombia",Colombia,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Camilo Castellanos,Male,"University of Los Andes, Bogotá, Colombia",Colombia,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Darío Correal,Male,"Francisco de Paula Santander University, Cúcuta, Colombia",Colombia,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Robert Ramač,Male,"University of Novi Sad, Novi Sad, Serbia",Serbia,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Vladimir Mandić,Male,"University of Novi Sad, Novi Sad, Serbia",Serbia,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,,,,,Nebojša Taušan,Male,"University of Novi Sad, Novi Sad, Serbia",Serbia,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Gustavo López,Male,"University of Costa Rica, San José, Costa Rica",Costa Rica,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Alexia Pacheco,Female,"University of Costa Rica, San José, Costa Rica",Costa Rica,1,0,1,0,1,1,0,0,0,0,0,0,0,0
,,,,,,,,Manoel Mendonça,Male,"Federal University of Bahia, Salvador, Brazil",Brazil,1,0,1,0,1,1,1,0,0,0,0,0,1,0
,,,,,,,,Davide Falessi,Male,"University of Rome Tor Vergata, Rome, Italy",Italy,1,0,1,0,1,1,0,0,0,0,0,0,0,1
,,,,,,,,Clemente Izurieta,Male,"Montana State University, Bozeman, MT, United States",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,Carolyn Seaman,Female,"University of Maryland Baltimore County, Baltimore, MD, United States",United States,1,0,1,0,1,1,1,0,0,0,0,0,1,0
,,,,,,,,Rodrigo Spínola,Male,"Salvador University, Salvador, Brazil",Brazil,1,0,1,0,1,1,1,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
End-users’ knowledge and perception about security of clinical mobile health apps: A case study with two Saudi Arabian mHealth providers,"Cybersecurity, Health Informatics",4,1,0,0,0,1,Bakheet Aljedaani,Male,"Computer Science Department, Aljumum University College, Umm Alqura University, Makkah, Saudi Arabia",Saudi Arabia,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Aakash Ahmad,Male,"School of Computing and Communications, Lancaster University Leipzig, Germany",Germany,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,Mansooreh Zahedi,Female,"School of Computing and Information Systems, University of Melbourne, Australia",Australia,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,M. Ali Babar,Male,"CREST – the Centre for Research on Engineering Software Technologies, University of Adelaide, Australia, Cyber Security Cooperative Research Centre (CSCRC), Australia",Australia,1,0,0,0,0,0,1,0,0,0,0,0,0,1
Combine sliced joint graph with graph neural networks for smart contract vulnerability detection,"Cybersecurity, Software Engineering",5,0,0,0,1,0,Jie Cai,Male,"School of Information Engineering, Yangzhou University, Yangzhou, China",China,1,0,0,0,0,1,0,0,1,0,0,0,0,0
,,,,,,,,Bin Li,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",China,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,,,,,,,,Jiale Zhang,Male,"School of Information Engineering, Yangzhou University, Yangzhou, China",China,0,1,0,0,1,0,0,0,1,0,0,0,0,0
,,,,,,,,Xiaobing Sun,Male,"School of Information Engineering, Yangzhou University, Yangzhou, China",China,0,0,0,0,0,0,0,0,0,0,1,0,1,0
,,,,,,,,Bing Chen,Male,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, Nanjing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Privacy explanations – A means to end-user trust,"Privacy, Software Engineering",4,1,0,0,1,0,Wasja Brunotte,Male,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",Germany,1,0,1,0,1,1,0,1,0,0,1,0,1,1
,,,,,,,,Alexander Specht,Male,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",Germany,1,1,1,0,1,1,0,1,0,0,1,0,0,1
,,,,,,,,Larissa Chazette,Female,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",Germany,1,0,0,0,1,1,0,0,0,0,1,0,1,1
,,,,,,,,Kurt Schneider,Male,"Leibniz University Hannover, Cluster of Excellence PhoenixD, Hannover, Germany",Germany,1,0,1,0,0,1,0,0,0,1,1,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,"Software Engineering, NLP",11,2,0,0,0,1,Jannik Fischbach,Male,"Netlight Consulting GmbH, Munich, Germany, fortiss GmbH, Guerickestraße 25, Munich, 80805, Germany",Germany,1,1,0,0,1,1,0,0,1,0,1,1,1,1
,,,,,,,,Julian Frattini,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,1,0,0,1,1,0,1,1,0,1,0,0,1
,,,,,,,,Andreas Vogelsang,Male,"University of Cologne, Cologne, Germany",Germany,1,0,0,0,0,0,1,0,0,1,0,0,0,1
,,,,,,,,Daniel Mendez,Male,"fortiss GmbH, Munich, Germany, Blekinge Institute of Technology, Valhallavägen 1, 371 41, Karlskrona, Sweden","Germany, Swedan",0,0,0,0,0,1,0,0,0,1,0,0,0,1
,,,,,,,,Michael Unterkalmsteiner,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,0,0,0,0,1,0,0,0,1,0,0,0,1
,,,,,,,,Andreas Wehrle,Male,"Allianz Deutschland AG, Unterföhring, Germany",Germany,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,Pablo Restrepo Henao,Male,"Netlight Consulting GmbH, Munich, Germany",Germany,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,,,,,,,,Parisa Yousefi,Female,"Ericsson, Karlskrona, Sweden",Sweden,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,Tedi Juricic,Male,"Ericsson, Karlskrona, Sweden",Sweden,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,Jeannette Radduenz,Female,"Allianz Deutschland AG, Unterföhring, Germany",Germany,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,Carsten Wiecher,Male,"Leopold Kostal GmbH & Co. KG, Lüdenscheid, Germany",Germany,0,0,0,0,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Explaining quality attribute tradeoffs in automated planning for self-adaptive systems,"Software Engineering, AI",4,1,1,0,0,1,Rebekka Wohlrab,Female,"Department of Computer Science and Engineering, Chalmers | University of Gothenburg, Gothenburg, Sweden, Software and Societal Systems Department, Carnegie Mellon University, Pittsburgh, USA","Swedan, USA",1,1,0,1,0,1,1,1,1,1,0,0,1,1
,,,,,,,,Javier Cámara,Male,"ITIS Software, University of Málaga, Málaga, Spain",Spain,1,0,1,0,1,1,0,1,0,0,0,1,1,1
,,,,,,,,David Garlan,Male,"Software and Societal Systems Department, Carnegie Mellon University, Pittsburgh, USA",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1
,,,,,,,,Bradley Schmerl,Male,"Software and Societal Systems Department, Carnegie Mellon University, Pittsburgh, USA",USA,1,0,0,0,0,1,0,1,0,0,0,0,0,1
The perspective of Brazilian software developers on data privacy,"Software Engineering, Data Privacy",7,4,1,0,0,1,Mariana Peixoto,Female,"Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil",Brazil,1,0,1,0,1,1,0,0,0,1,1,0,1,1
,,,,,,,,Dayse Ferreira,Female,"Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil",Brazil,1,0,1,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Mateus Cavalcanti,Male,"Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil",Brazil,1,0,1,0,1,1,0,0,0,0,0,0,1,0
,,,,,,,,Carla Silva,Female,"Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil",Brazil,1,0,1,1,1,1,0,0,0,1,0,0,1,1
,,,,,,,,Jéssyka Vilela,Female,"Centro de Informática, Universidade Federal de Pernambuco (UFPE), Recife, Brazil",Brazil,1,0,1,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,João Araújo,Male,"NOVA LINCS, Departamento de Informática, Faculdade de Ciências e Tecnologia, Universidade NOVA de Lisboa (UNL)",Portugal,1,0,1,0,0,1,0,0,0,1,0,0,1,1
,,,,,,,,Tony Gorschek,Male,"Software Engineering Research Lab (SERL), Software Engineering Department, Blekinge Institute of Technology (BTH)",Sweden,1,0,0,1,0,1,0,0,0,0,0,0,1,1
Applying Inter-Rater Reliability and Agreement in collaborative Grounded Theory studies in software engineering,"Qualitative Research, Software Engineering",4,2,1,0,1,0,Jessica Díaz,Female,"Universidad Politécnica de Madrid, Departamento de Sistemas Informáticos, ETSI Sistemas Informáticos, Madrid, Spain",Spain,1,0,0,0,1,1,0,0,0,1,1,0,1,0
,,,,,,,,Jorge Pérez,Male,"Universidad Politécnica de Madrid, Departamento de Sistemas Informáticos, ETSI Sistemas Informáticos, Madrid, Spain",Spain,1,0,1,0,1,1,0,0,0,1,1,0,1,0
,,,,,,,,Carolina Gallardo,Female,"Universidad Politécnica de Madrid, Departamento de Sistemas Informáticos, ETSI Sistemas Informáticos, Madrid, Spain",Spain,0,1,0,0,1,0,0,0,0,1,0,0,1,1
,,,,,,,,Ángel González-Prieto,Male,"Universidad Complutense de Madrid, Departamento de Álgebra, Geometría y Topología, Facultad de Ciencias Matemáticas, Madrid, Spain, Instituto de Ciencias Matemáticas (CSIC-UAM-UCM-UC3M), C/ Nicolás Cabrera 13-15, 28049 Madrid, Spain",Spain,0,1,1,0,1,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
QExplore: An exploration strategy for dynamic web applications using guided search,"Software Testing, Web Applications",4,0,0,0,1,0,Salman Sherin,Male,"Quest Lab, Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan",Pakistan,1,0,0,0,1,1,0,0,1,0,1,1,1,0
,,,,,,,,Asmar Muqeet,Male,"UAV Dependability Lab, National Center of Robotics and Automation (NCRA), Pakistan",Pakistan,0,0,0,0,1,0,0,1,1,0,1,0,0,1
,,,,,,,,Muhammad Uzair Khan,Male,"UAV Dependability Lab, National Center of Robotics and Automation (NCRA), Pakistan",Pakistan,0,0,0,1,0,0,1,1,0,1,0,0,0,1
,,,,,,,,Muhammad Zohaib Iqbal,Male,"UAV Dependability Lab, National Center of Robotics and Automation (NCRA), Pakistan",Pakistan,0,0,0,1,0,0,1,1,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,"Software Architecture, Microservices",8,2,0,0,0,1,Xin Zhou,Male,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Shanshan Li,Female,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,1,0,0,0,0,1,0,0,0,0,0,1,1,0
,,,,,,,,Lingli Cao,Female,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,0,0,0,0,0,0,0,0,0,0,0,1,0,1
,,,,,,,,He Zhang,Male,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,1,0,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,Zijia Jia,Male,"ByteDance, Inc., Hangzhou, China",China,0,0,0,0,1,0,0,1,0,0,0,1,0,0
,,,,,,,,Chenxing Zhong,Male,"ByteDance, Inc., Hangzhou, China",China,0,0,0,0,1,0,0,1,0,0,0,1,0,0
,,,,,,,,Zhihao Shan,Male,"Tencent Technology Co. Ltd, Shenzhen, China",China,0,0,0,0,1,0,0,1,0,0,0,1,0,0
,,,,,,,,Muhammad Ali Babar,Male,"School of Computer Science, University of Adelaide, Australia",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A decade of code comment quality assessment: A systematic literature review,"Software Engineering, Code Quality",12,8,1,0,0,1,Pooja Rani,Female,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,1,1,0,0,1,1,1,0,1,0,1,1,1,1
,,,,,,,,Arianna Blasi,Female,"Università della Svizzera italiana, Lugano, Switzerland",Switzerland,1,1,0,0,1,1,0,0,1,0,1,1,0,1
,,,,,,,,Nataliia Stulova,Female,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,1,1,0,0,1,1,1,0,1,0,1,1,1,1
,,,,,,,,Sebastiano Panichella,Male,"Zurich University of Applied Science, Zurich, Switzerland",Switzerland,1,0,0,0,1,1,0,0,0,0,1,0,0,1
,,,,,,,,Alessandra Gorla,Female,"IMDEA Software Institute, Madrid, Spain",Spain,1,1,0,0,0,1,0,0,1,0,0,0,0,1
,,,,,,,,Oscar Nierstrasz,Male,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,0,0,0,1,0,0,0,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
AMon: A domain-specific language and framework for adaptive monitoring of Cyber–Physical Systems,"Cyber-Physical Systems, Software Engineering",4,2,0,0,0,1,Michael Vierhauser,Male,"Johannes Kepler University Linz, LIT Secure and Correct Systems Lab, Linz, Austria",Austria,1,0,0,0,1,1,1,1,1,0,0,0,1,0
,,,,,,,,Rebekka Wohlrab,Female,Chalmers,"University of Gothenburg, Department of Computer Science and Engineering, Gothenburg, Sweden",Sweden,1,0,0,0,1,0,0,1,0,0,0,0,1
