Paper Title,Conceptualization,FemaleConCep,MaleConCep,Female Conceptualization Ratio,Male Conceptualization Ratio,Data Curation,Female,Male,Female Data_Curation Ratio,Male Data_Curation Ratio,Formal Analysis,Female,Male,Female Formal_Analysis Ratio,Male Formal_Analysis Ratio,Funding Acquisition,Female,Male,Female Funding Acquisition Ratio,Male Funding Acquisition Ratio,Investigation,Female,Male,Female Investigation Ratio,Male Investigation Ratio,Methodology,Female,Male,Female Methodology Ratio,Male Methodology Ratio,Project Administration,Female,Male,Female Project Administration Ratio,Male Project Administration Ratio,Resources,Feamle,Male,Female Resources Ratio,Male Resources Ratio,Software,FemaleSoftware,MaleSoftware,Female Software Ratio,Male Software Ratio,Supervision,FemaleSup,MaleSup,Female Supervision Ratio,Male Supervision Ratio,Validation,FemaleValidation,MaleValidation,Female Validation Ratio,Male Validation Ratio,Visualization,FemaleVisualization,MaleVisualization,Female Visualization Ratio,Male Visualization Ratio,Writing â€“ Original Draft,FemaleOriginalDraft,MaleOriginalDraft,Female Writing â€“ Original Draft Ratio,Male Writing â€“ Original Draft Ratio,Writing â€“ Review & Editing,FemaleReview,MaleReview,Female Writing â€“ Review & Editing Ratio,Male Writing â€“ Review & Editing Ratio
,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
"A systematic literature review of blockchain and smart contract development: Techniques, tools, and open challenges",0,0,0,0.00,0.67,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.67,1,1,0,1.00,0.67,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,1,1,0,1.00,0.00,1,1,0,1.00,0.33,1,1,0,1.00,0.67,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
A family of experiments to generate graphical user interfaces from BPMN models with stereotypes,1,0,1,0.00,0.67,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,1,0,1,0.00,0.33,0,0,0,0.00,0.00,0,0,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,0.00,0.67
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Signal-Based Properties of Cyber-Physical Systems: Taxonomy and Logic-based Characterization,1,1,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.25,1,1,0,1.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.25,0,0,0,0.00,0.00,1,1,0,1.00,0.25,0,0,0,0.00,0.75
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
A comprehensive comparative study of clustering-based unsupervised defect prediction models,0,0,0,0.50,0.00,1,0,1,0.00,0.17,0,0,0,0.00,0.17,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.17,0,0,0,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.17,1,0,1,0.00,0.17,0,0,0,0.50,0.33
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
On the impact of release policies on bug handling activity: A case study of Eclipse,1,1,0,1.00,0.50,1,1,0,1.00,0.00,1,1,0,1.00,0.50,0,0,0,0.00,1.00,1,1,0,1.00,0.00,1,1,0,1.00,0.50,1,1,0,1.00,1.00,1,1,0,1.00,0.50,1,1,0,1.00,0.50,1,1,0,1.00,1.00,1,1,0,0.50,0.00,1,1,0,1.00,0.50,1,1,0,1.00,0.50,1,1,0,1.00,1.00
,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
How are issue reports discussed in Gitter chat rooms?,1,1,0,1.00,1.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,1.00,1,1,0,1.00,1.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
Convolutional neural networks for enhanced classification mechanisms of metamodels,1,1,0,1.00,0.50,0,0,0,0.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.25,0,0,0,0.00,0.50,0,0,0,0.00,0.25,1,1,0,1.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
An automated model-based approach to repair test suites of evolving web applications,1,1,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.50,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.50,1,1,0,1.00,0.50,0,0,0,0.00,0.50,1,1,0,1.00,0.00,0,0,0,0.00,1.00
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,
Legacy software migration based on timing contract aware real-time execution environments,1,1,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.50,0.25,0,0,0,0.50,0.50,0,0,0,0.50,0.50,0,0,0,0.00,0.00,1,1,0,0.50,0.00,1,1,0,0.50,0.25
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,
,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
"A systematic literature review on Technical Debt prioritization: Strategies, processes, factors, and tools",1,1,0,0.33,0.00,0,0,0,0.33,0.00,0,0,0,0.33,0.00,0,0,0,0.33,0.50,0,0,0,0.00,0.00,1,1,0,0.33,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.33,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.33,0.50,0,0,0,0.33,0.50
,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Does code quality affect pull request acceptance? An empirical study,1,1,0,0.50,0.00,0,0,0,0.50,0.00,1,1,0,1.00,0.50,0,0,0,0.00,0.50,0,0,0,0.00,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,0.50,0.00,0,0,0,0.00,0.50
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Assurance and certification of cyberâ€“physical systems: The AMASS open source ecosystem,1,0,1,1.00,1.00,1,0,1,1.00,1.00,1,0,1,0.00,0.50,1,0,1,1.00,1.00,1,0,1,0.00,0.50,1,0,1,1.00,1.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.50,1,0,1,1.00,1.00,1,0,1,1.00,1.00,1,0,1,1.00,1.00
,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,1,1,0,,,1,1,0,,
,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,
Interdisciplinary effects of technical debt in companies with mechatronic products â€” a qualitative study,1,1,0,1.00,1.00,0,0,0,0.00,1.00,0,0,0,0.00,1.00,0,0,0,0.00,0.00,1,1,0,1.00,1.00,1,1,0,1.00,1.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.00,1,1,0,1.00,0.00,0,0,0,0.00,1.00,1,1,0,1.00,1.00,1,1,0,1.00,1.00
,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,
A critical review on the evaluation of automated program repair systems,1,0,1,0.00,0.17,0,0,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.17,0,0,0,0.00,0.17,1,0,1,0.00,0.17,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.67,0,0,0,0.00,0.17,0,0,0,0.00,0.00,1,0,1,0.00,0.17,0,0,0,1.00,0.50
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
An evolutionary approach for generating software models: The case of Kromaia in Game Software Engineering,1,0,1,0.00,0.67,1,0,1,1.00,0.67,1,0,1,1.00,0.67,0,0,0,0.00,0.33,1,0,1,1.00,1.00,1,0,1,1.00,0.67,0,0,0,0.00,0.33,1,0,1,1.00,1.00,1,0,1,0.00,0.33,1,0,1,0.00,0.67,1,0,1,0.00,0.33,0,0,0,1.00,0.33,1,0,1,0.00,0.33,1,0,1,0.00,0.67
,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,
,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
Facilitating program comprehension with call graph multilevel hierarchical abstractions,1,0,1,0.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,1,0,1,1.00,1.00
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
Product metrics for spreadsheetsâ€”A systematic review,1,1,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,1,0,1.00,0.25,0,0,0,0.00,0.00,0,0,0,0.00,0.50,0,0,0,0.00,0.25,0,0,0,0.00,0.00,1,1,0,1.00,0.25,0,0,0,0.00,0.75
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
"Accessibility in the mobile development industry in Brazil: Awareness, knowledge, adoption, motivations and barriers",1,0,1,0.00,0.67,0,0,0,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.33,1,0,1,1.00,0.67,1,0,1,0.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,0,0,0,0.00,0.67
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,
Concept drift-aware temporal cloud service APIs recommendation for building composite cloud systems,1,0,1,0.00,0.50,0,0,0,1.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.50,1,0,1,0.00,0.50
,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
Product-line assurance cases from contract-based design,1,0,1,0.00,0.50,1,0,1,0.00,0.50,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,0,0,0,1.00,0.50,0,0,0,0.00,0.50,0,0,0,0.00,0.00,1,0,1,0.00,0.50,0,0,0,1.00,0.50
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,
GEML: A grammar-based evolutionary machine learning approach for design-pattern detection,1,0,1,1.00,1.00,0,0,0,0.00,0.00,1,0,1,1.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.33,0,0,0,0.00,0.00,1,0,1,1.00,1.00,0,0,0,0.00,0.00
,1,1,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,1,0,1,,,0,0,0,,
Code smell detection by deep direct-learning and transfer-learning,1,0,1,0.00,0.67,0,0,0,0.00,0.33,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,1.00,0.33,0,0,0,1.00,0.67,0,0,0,0.00,0.00,0,0,0,0.00,0.00,1,0,1,0.00,1.00,0,0,0,0.00,0.67,0,0,0,0.00,0.00,1,0,1,1.00,0.33,1,0,1,0.00,0.33,0,0,0,1.00,0.67
,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,1,1,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,1,0,,,0,0,0,,,1,1,0,,
,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,,0,0,0,,,0,0,0,,,1,0,1,,,1,0,1,,,0,0,0,,,0,0,0,,,0,0,0,,,1,0,1,,
