Paper Title,Gender,Total Authors,Female Authors,Study Domain Terms,,Study_Area,Study_Area2,Author Name,gender_annotation,Affiliation,Country,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Conceptualization,FemaleConCep,MaleConCep,Data Curation,Female,Male,Formal Analysis,Female,Male,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,FemaleSup,MaleSup,Validation,Visualization,Writing â€“ Original Draft,Writing â€“ Review & Editing,FemaleLead,MaleLead
An automated model-based approach to repair test suites of evolving web applications,Female,3,1,"Automated testing, Captureâ€“Replay tools, Test repair, Web applications, DOM coverage","[title] An automated model-based approach to repair test suites of evolving web applications [keywords]  Automated testing, Captureâ€“Replay tools, Test repair, Web applications, DOM coverage",,,Javaria Imtiaz,1,"Quest Lab, Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan",Pakistan,1,0,1,0,1,1,0,0,0,,0,,,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Muhammad Zohaib Iqbal,0,"UAV Dependability Lab, National Center of Robotics and Automation (NCRA), Islamabad, Pakistan",Pakistan,,,,,0,0,0,0,0,,0,,,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Muhammad Uzair Khan,0,"UAV Dependability Lab, National Center of Robotics and Automation (NCRA), Islamabad, Pakistan",Pakistan,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Legacy software migration based on timing contract aware real-time execution environments,Female,6,2,"Embedded systems, Legacy code migration, Real-time systems, Timing enforcement, Binary translation","[title] Legacy software migration based on timing contract aware real-time execution environments [keywords]  Embedded systems, Legacy code migration, Real-time systems, Timing enforcement, Binary translation",,,Irune Yarza,1,"Ikerlan Technology Research Centre, Basque Research and Technology Alliance (BRTA), Arrasate-MondragÃ³n, Spain",Spain,1,0,0,1,1,1,0,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
,Male,,,,[title]  [keywords],,,Mikel Azkarate-askatsua,0,"Ikerlan Technology Research Centre, Basque Research and Technology Alliance (BRTA), Arrasate-MondragÃ³n, Spain",Spain,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Peio Onaindia,0,"Ikerlan Technology Research Centre, Basque Research and Technology Alliance (BRTA), Arrasate-MondragÃ³n, Spain",Spain,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Female,,,,[title]  [keywords],,,Kim GrÃ¼ttner,1,"OFFIS - Institute for Information Technology, Oldenburg, Germany",Germany,,,,,1,1,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Philipp Ittershagen,0,"OFFIS - Institute for Information Technology, Oldenburg, Germany",Germany,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Wolfgang Nebel,0,"C.v.O. UniversitÃ¤t Oldenburg, Oldenburg, Germany",Germany,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"A systematic literature review on Technical Debt prioritization: Strategies, processes, factors, and tools",Female,5,3,"Technical Debt, Software engineering, Prioritization strategies, Systematic literature review, Refactoring","[title] A systematic literature review on Technical Debt prioritization: Strategies, processes, factors, and tools [keywords]  Technical Debt, Software engineering, Prioritization strategies, Systematic literature review, Refactoring",,,Valentina Lenarduzzi,1,"LUT University, Lathi, Finland",Finland,1,0,0,1,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
,Female,,,,[title]  [keywords],,,Terese Besker,1,"Chalmers University of Technology, GÃ¶teborg, Sweden",Sweden,,,,,0,0,0,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Davide Taibi,0,"Tampere University, Tampere, Finland",Finland,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Antonio Martini,0,"University of Oslo, Oslo, Norway",Norway,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Francesca Arcelli Fontana,1,"University of Milano-Bicocca, Milan, Italy",Italy,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Does code quality affect pull request acceptance? An empirical study,Female,4,2,"Code quality, Pull requests, Software maintenance, Machine learning, Case study","[title] Does code quality affect pull request acceptance? An empirical study [keywords]  Code quality, Pull requests, Software maintenance, Machine learning, Case study",,,Valentina Lenarduzzi,1,"LUT University, Lahti, Finland",Finland,1,0,1,0,1,1,0,0,0,,1,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Vili Nikkola,0,"Tampere University, Tampere, Finland",Finland,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,[title]  [keywords],,,Nyyti SaarimÃ¤ki,1,"Tampere University, Tampere, Finland",Finland,,,,,0,0,0,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Davide Taibi,0,"Tampere University, Tampere, Finland",Finland,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
Assurance and certification of cyberâ€“physical systems: The AMASS open source ecosystem,Male,3,1,"Cyber-physical systems, Assurance, Certification, Open source tools, System modelling","[title] Assurance and certification of cyberâ€“physical systems: The AMASS open source ecosystem [keywords]  Cyber-physical systems, Assurance, Certification, Open source tools, System modelling",,,Jose Luis de la Vara,0,"University of Castilla-La Mancha, Avda. EspaÃ±a s/n, 02071 Albacete, Spain",Spain,0,0,0,1,1,0,1,1,0,,1,,,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1
,Female,,,,[title]  [keywords],,,Alejandra Ruiz,1,"Tecnalia Research & Innovation, Parque TecnolÃ³gico de Bizkaia, Edif. 700, 48160 Derio, Bizkaia, Spain",Spain,,,,,1,1,0,1,1,,0,,,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
,Male,,,,[title]  [keywords],,,GaÃ«l Blondelle,0,"Eclipse Foundation, AnnastraÃŸe 46, 64673 Zwingenberg, Germany",Germany,,,,,1,0,1,1,0,,0,,,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
Interdisciplinary effects of technical debt in companies with mechatronic products â€” a qualitative study,Female,2,1,"Technical debt, Mechatronics, Digitalization, Engineering, Interdisciplinary","[title] Interdisciplinary effects of technical debt in companies with mechatronic products â€” a qualitative study [keywords]  Technical debt, Mechatronics, Digitalization, Engineering, Interdisciplinary",,,Birgit Vogel-Heuser,1,"Institute of Automation and Information Systems, Technische UniversitÃ¤t MÃ¼nchen, 85748 Garching b. MÃ¼nchen, Germany",Germany,1,1,1,0,1,1,0,0,0,,0,,,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0
,Male,,,,[title]  [keywords],,,Fandi Bi,0,"Institute of Automation and Information Systems, Technische UniversitÃ¤t MÃ¼nchen, 85748 Garching b. MÃ¼nchen, Germany",Germany,,,,,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
A critical review on the evaluation of automated program repair systems,Male,7,1,"Automated program repair, Evaluation metrics, Software engineering, Bug fixing, Patch generation","[title] A critical review on the evaluation of automated program repair systems [keywords]  Automated program repair, Evaluation metrics, Software engineering, Bug fixing, Patch generation",,,Kui Liu,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, China",China,0,0,0,1,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,[title]  [keywords],,,Li Li,1,"Faculty of Information Technology, Monash University, Australia",Australia,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Anil Koyuncu,0,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",Luxembourg,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Dongsun Kim,0,"School of Computer Science and Engineering, Kyungpook National University, South Korea",South Korea,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Zhe Liu,0,"College of Computer Science and Technology, Nanjing University of Aeronautics and Astronautics, China",China,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Jacques Klein,0,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",Luxembourg,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,TegawendÃ© F. BissyandÃ©,0,"Interdisciplinary Centre for Security, Reliability and Trust (SnT), University of Luxembourg, Luxembourg",Luxembourg,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
An evolutionary approach for generating software models: The case of Kromaia in Game Software Engineering,Male,4,1,"Model-Driven Engineering, Game Development, Software Models, Evolutionary Model Generation, Statistical Analysis","[title] An evolutionary approach for generating software models: The case of Kromaia in Game Software Engineering [keywords]  Model-Driven Engineering, Game Development, Software Models, Evolutionary Model Generation, Statistical Analysis",,,Daniel Blasco,0,"Universidad San Jorge. SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,0,1,1,0,1,0,1,1,0,,1,,,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
,Male,,,,[title]  [keywords],,,Jaime Font,0,"Universidad San Jorge. SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,,,,,0,0,0,1,0,,1,,,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
,Female,,,,[title]  [keywords],,,Mar Zamorano,1,"Universidad San Jorge. SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,,,,,0,0,0,1,1,,1,,,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
,Male,,,,[title]  [keywords],,,Carlos Cetina,0,"Universidad San Jorge. SVIT Research Group, AutovÃ­a A-23 Zaragoza-Huesca Km.299, 50830, Zaragoza, Spain",Spain,,,,,1,0,1,0,0,,0,,,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0
Facilitating program comprehension with call graph multilevel hierarchical abstractions,Male,3,1,"Program comprehension, Call graph, Hierarchical abstractions, Software maintenance, Clustering","[title] Facilitating program comprehension with call graph multilevel hierarchical abstractions [keywords]  Program comprehension, Call graph, Hierarchical abstractions, Software maintenance, Clustering",,,Rakan Alanazi,0,"School of Computing and Engineering, University of Missouri-Kansas City, MO, USA, Faculty of Computing and Information Technology, Northern Border University, Rafha, Saudi Arabia","USA, Saudi Arabia",0,0,0,1,1,0,1,0,0,,0,,,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
,Male,,,,[title]  [keywords],,,Gharib Gharibi,0,"School of Computing and Engineering, University of Missouri-Kansas City, MO, USA",USA,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Yugyung Lee,1,"School of Computing and Engineering, University of Missouri-Kansas City, MO, USA",USA,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Product metrics for spreadsheetsâ€”A systematic review,Female,5,1,"Software metrics, Spreadsheets, Product metrics, Literature review, Development processes","[title] Product metrics for spreadsheetsâ€”A systematic review [keywords]  Software metrics, Spreadsheets, Product metrics, Literature review, Development processes",,,Birgit Hofer,1,"Department of Software Engineering, Graz University of Technology, Austria",Austria,1,0,1,0,1,1,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Dietmar Jannach,0,"Department of Computer Science, University of Klagenfurt, Austria",Austria,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Patrick Koch,0,"Department of Computer Science, University of Klagenfurt, Austria",Austria,,,,,0,0,0,0,0,,0,,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Konstantin Schekotihin,0,"Department of Computer Science, University of Klagenfurt, Austria",Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Franz Wotawa,0,"Department of Software Engineering, Graz University of Technology, Austria",Austria,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"Accessibility in the mobile development industry in Brazil: Awareness, knowledge, adoption, motivations and barriers",Male,4,1,Mobile Accessibility; Assistive Technologies; Accessibility Guidelines; Software Development Barriers; Digital Accessibility Awareness,"[title] Accessibility in the mobile development industry in Brazil: Awareness, knowledge, adoption, motivations and barriers [keywords]  Mobile Accessibility; Assistive Technologies; Accessibility Guidelines; Software Development Barriers; Digital Accessibility Awareness",,,Manoel Victor Rodrigues Leite,0,"School of Arts, Sciences and Humanities, University of SÃ£o Paulo",Brazil,0,0,1,0,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
,Female,,,,[title]  [keywords],,,Lilian Passos Scatalon,1,"School of Arts, Sciences and Humanities, University of SÃ£o Paulo",Brazil,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,AndrÃ© Pimenta Freire,0,Federal University of Lavras,Brazil,,,,,0,0,0,0,0,,1,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Marcelo Medeiros Eler,0,"School of Arts, Sciences and Humanities, University of SÃ£o Paulo",Brazil,,,,,1,0,1,1,0,,0,,,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
Concept drift-aware temporal cloud service APIs recommendation for building composite cloud systems,Male,3,1,Cloud Service APIs; Concept Drift; Composite Cloud Systems; Temporal Recommendation Systems; Singular Value Decomposition (SVD),[title] Concept drift-aware temporal cloud service APIs recommendation for building composite cloud systems [keywords]  Cloud Service APIs; Concept Drift; Composite Cloud Systems; Temporal Recommendation Systems; Singular Value Decomposition (SVD),,,Lei Wang,0,Nanjing Forestry University,China,0,0,1,0,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
,Female,,,,[title]  [keywords],,,Yunqiu Zhang,1,Nanjing Forestry University,China,,,,,0,0,0,1,1,,0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Xiaohu Zhu,0,"Center for Safe AGI, Shanghai",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Product-line assurance cases from contract-based design,Male,3,1,Assurance Cases; Product Lines; Cyber-Physical Systems; Safety and Security; Contract-based Design,[title] Product-line assurance cases from contract-based design [keywords]  Assurance Cases; Product Lines; Cyber-Physical Systems; Safety and Security; Contract-based Design,,,Damir NeÅ¡iÄ‡,0,"KTH Royal Institute of Technology, BrinellvÃ¤gen 83, 100 44 Stockholm, Sweden",Sweden,0,0,1,0,1,0,1,1,0,,1,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
,Male,,,,[title]  [keywords],,,Mattias Nyberg,0,"KTH Royal Institute of Technology, BrinellvÃ¤gen 83, 100 44 Stockholm, Sweden",Sweden,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Barbara Gallina,1,"MÃ¤lardalen University, HÃ¶gskoleplan 1, 722 20 VÃ¤sterÃ¥s, Sweden",Sweden,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
GEML: A grammar-based evolutionary machine learning approach for design-pattern detection,Male,4,1,"Software engineering, machine learning, evolutionary algorithms, design patterns, context-free grammar","[title] GEML: A grammar-based evolutionary machine learning approach for design-pattern detection [keywords]  Software engineering, machine learning, evolutionary algorithms, design patterns, context-free grammar",,,Rafael Barbudo,0,"Department of Computer Science and Numerical Analysis, University of CÃ³rdoba, 14071, CÃ³rdoba, Spain",Spain,0,0,0,1,1,0,1,0,0,,1,,,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
,Female,,,,[title]  [keywords],,,Aurora RamÃ­rez,1,"Department of Computer Science and Numerical Analysis, University of CÃ³rdoba, 14071, CÃ³rdoba, Spain",Spain,,,,,1,1,0,0,0,,1,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Francisco Servant,0,"Department of Computer Science, Virginia Tech, VA 24060, Blacksburg, USA",USA,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,JosÃ© RaÃºl Romero,0,"Department of Computer Science and Numerical Analysis, University of CÃ³rdoba, 14071, CÃ³rdoba, Spain",Spain,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
Code smell detection by deep direct-learning and transfer-learning,Male,4,1,"Code smell, deep learning, transfer learning, machine learning, autoencoder","[title] Code smell detection by deep direct-learning and transfer-learning [keywords]  Code smell, deep learning, transfer learning, machine learning, autoencoder",,,Tushar Sharma,0,"Siemens Technology, Charlotte, USA",USA,0,0,0,1,1,0,1,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
,Female,,,,[title]  [keywords],,,Vasiliki Efstathiou,1,"Athens University of Economics and Business, Athens, Greece",Greece,,,,,0,0,0,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
,Male,,,,[title]  [keywords],,,Panos Louridas,0,"Athens University of Economics and Business, Athens, Greece",Greece,,,,,0,0,0,1,0,,0,,,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Diomidis Spinellis,0,"Athens University of Economics and Business, Athens, Greece",Greece,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0
How to kill them all: An exploratory study on the impact of code observability on mutation testing,Female,3,1,"Mutation testing, test quality, software engineering, refactoring, testability","[title] How to kill them all: An exploratory study on the impact of code observability on mutation testing [keywords]  Mutation testing, test quality, software engineering, refactoring, testability",,,Qianqian Zhu,1,Delft University of Technology,Netherlands,1,1,1,0,0,0,0,1,1,,0,,,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
,Male,,,,[title]  [keywords],,,Andy Zaidman,0,Delft University of Technology,Netherlands,,,,,1,0,1,0,0,,0,,,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Annibale Panichella,0,Delft University of Technology,Netherlands,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Requirements engineering challenges and practices in large-scale agile system development,Female,5,2,"Agile methods, Requirements engineering, Large-scale systems, SAFeÂ®, LeSS","[title] Requirements engineering challenges and practices in large-scale agile system development [keywords]  Agile methods, Requirements engineering, Large-scale systems, SAFeÂ®, LeSS",,,Rashidah Kasauli,1,"Department of Computer Science and Engineering, Chalmers â€” University of Gothenburg",Sweden,1,0,0,1,0,0,0,1,1,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Eric Knauss,0,"Department of Computer Science and Engineering, Chalmers â€” University of Gothenburg",Sweden,,,,,1,0,1,0,0,,1,,,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0
,Female,,,,[title]  [keywords],,,Jennifer Horkoff,1,"Department of Computer Science and Engineering, Chalmers â€” University of Gothenburg",Sweden,,,,,1,1,0,1,1,,1,,,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Grischa Liebel,0,"School of Computer Science, Reykjavik University",Iceland,,,,,0,0,0,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Francisco Gomes de Oliveira Neto,0,"Department of Computer Science and Engineering, Chalmers â€” University of Gothenburg",Sweden,,,,,0,0,0,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Accessibility and Software Engineering Processes: A Systematic Literature Review,Female,3,2,"Software development, Accessibility, Design, Testing, Process establishment","[title] Accessibility and Software Engineering Processes: A Systematic Literature Review [keywords]  Software development, Accessibility, Design, Testing, Process establishment",,,DÃ©bora Maria Barroso Paiva,1,"Faculdade de ComputaÃ§Ã£o, Universidade Federal de Mato Grosso do Sul, Cidade UniversitÃ¡ria, s/n - Campo Grande MS, Brazil",Brazil,1,0,1,0,0,0,0,0,0,,0,,,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0
